ID,con_1.3,cam_2_X,cam_1_Y.1,con_2,EoL_1_X,rob_1_maxVel,cam_1_Y.2,cam_3_X,rob_1_3,EoL_3_X,cam_1_X4,EoL_2_X,EoL_4_X,cam_1_X3,cam_1_Y.4,cam_1_X1,EoL_4_Y,con_1.1,cam_1_Y.3,cam_3_Y,EoL_2_Y,rob_1_2,rob_1_vacuum,rob_1_supply,rob_1_4,rob_1_1,con_3,EoL_5_Y,EoL_6_Y,EoL_5_X,con_1.4,EoL_1_Y,EoL_3_Y,cam_2_Y,cam_1_X2,con_1.2,EoL_6_X
21,345,0.7578125,0.50616806745529,527,0.7578125,2.0120690659535,0.4921875,0.7578125,0.0,,0.4921875,0.6484375,,0.4921875,0.5234375,0.52031427621841,,345,0.515625,0.765625,0.6328125,0.0,0,99.607533200351,0.0,0.0,95,,,,345,0.765625,,0.765625,0.5078125,345,
21,75.002915131234,,,74.990131149463,,1.9987945411681,,,-0.6395244350316,,,,,,,,,74.997953109841,,,,2.5223461699454,0,99.788123050741,-0.26573038384948,-1.9139281798246,75.006560626526,,,,75.004402255703,,,,,75.002829000989,
21,0.0081216566636581,,,0.0096398253990814,,1.9907578611018,,,2.6261437004722,,,,,,,,,0.0098872063317037,,,,6.4690522443281,0,99.938994440884,-2.8147238862131,-4.5645670468914,0.013133765505684,,,,0.0083169027666445,,,,,0.0085923491833186,
21,,,,,,1.9771542957227,,,4.8042601719409,,,,,,,,,,,,,6.4563427221125,0,99.952693929524,-3.9653337839217,-3.9241420746117,,,,,,,,,,,
21,,,,,,2.0028493644317,,,6.574601645845,,,,,,,,,,,,,5.2841995255036,0,99.952693929524,-4.8343178786251,-2.7877187546904,,,,,,,,,,,
21,,,,,,1.9907578611018,,,7.5415705214414,,,,,,,,,,,,,3.4457233075643,0,99.788123050741,-5.4237769212991,-1.5892746229572,,,,,,,,,,,
21,,,,,,2.0028493644317,,,5.5380490123221,,,,,,,,,,,,,1.1078986081214,0,99.788123050741,-4.1386281042175,-0.2521425500083,,,,,,,,,,,
21,,,,,,2.0028493644317,,,2.2250073254406,,,,,,,,,,,,,-2.769901347312,0,99.788123050741,-1.7645621645946,1.9284008178885,,,,,,,,,,,
21,,,,,,2.0028493644317,,,0.0,,,,,,,,,,,,,0.0,0,99.788123050741,0.0,0.0,,,,,,,,,,,
21,,,,,,2.0000125874397,,,-1.4793474358362,,,,,,,,,,,,,1.4812947930943,89.246586901786,99.570244882469,1.2085704039668,-1.4176437188292,,,,,,,,,,,
21,,,,,,2.0028493644317,,,-3.8370613618312,,,,,,,,,,,,,4.9105153986385,90.266726496806,99.788123050741,3.2031851102624,-4.078982789923,,,,,,,,,,,
21,,,,,,1.9907578611018,,,-2.8207604506034,,,,,,,,,,,,,0.37687067607818,90.266726496806,99.938994440884,2.2343526365034,-0.49954519561871,,,,,,,,,,,
21,,,,,,1.9847082160331,,,-7.1546657219129,,,,,,,,,,,,,-2.2184324444224,90.266726496806,99.938994440884,5.2700516666397,1.2504395304672,,,,,,,,,,,
21,,,,,,1.9907578611018,,,-7.078228729835,,,,,,,,,,,,,-4.2372966787046,90.266726496806,99.788123050741,4.9658799923726,2.4888949361864,,,,,,,,,,,
21,,,,,,2.0009815337592,,,-5.8580712181661,,,,,,,,,,,,,-5.8598345526435,90.266726496806,99.788123050741,4.1537037630671,3.623740148165,,,,,,,,,,,
21,,,,,,1.9907578611018,,,-3.9593352835751,,,,,,,,,,,,,-6.7207604958341,90.266726496806,99.788123050741,3.1230715957014,4.5632714702301,,,,,,,,,,,
21,,,,,,1.989578065805,,,-1.5625109327068,,,,,,,,,,,,,-4.6901340753043,90.266726496806,99.788123050741,1.7933507605772,3.4390365161484,,,,,,,,,,,
21,,,,,,1.989578065805,,,1.6794295301975,,,,,,,,,,,,,-1.2544580755376,90.266726496806,99.788123050741,-1.0313797775154,1.0213672511558,,,,,,,,,,,
21,,,,,,1.989578065805,,,5.538107219724,,,,,,,,,,,,,-3.6885732570312,90.266726496806,99.788123050741,-4.2183144005302,3.1827957028049,,,,,,,,,,,
21,,,,,,1.989578065805,,,0.0,,,,,,,,,,,,,0.0,90.266726496806,99.788123050741,0.0,0.0,,,,,,,,,,,
21,,,,,,1.989578065805,,,-2.1366494704852,,,,,,,,,,,,,1.6875547088278,90.266726496806,99.788123050741,1.8267001127916,-1.4846227407314,,,,,,,,,,,
