ID,con_3,rob_1_maxVel,cam_1_Y.4,cam_1_Y.2,con_1.1,rob_2_3.4,rob_2_vacuum.1,rob_2_supply.4,con_1.3,rob_2_supply.3,cam_2_Y,EoL_2_X,cam_1_X2,rob_2_4.3,rob_1_1,rob_2_1.2,rob_2_supply.1,rob_2_maxVel.3,rob_2_maxVel.4,cam_3_X,rob_2_maxVel.2,rob_2_maxVel.1,rob_2_4.4,rob_2_supply.2,rob_2_1.1,rob_1_2,cam_1_Y.1,rob_2_4.2,EoL_5_X,rob_2_4.1,rob_2_3.3,EoL_2_Y,rob_2_3.2,cam_3_Y,rob_2_1.4,con_2,rob_2_3.1,rob_2_2.4,con_1.2,cam_1_Y.3,con_1.4,rob_2_2.2,EoL_1_X,rob_2_1.3,EoL_5_Y,rob_1_vacuum,EoL_4_X,rob_1_supply,EoL_4_Y,EoL_3_Y,cam_1_X3,rob_1_4,rob_1_3,EoL_1_Y,EoL_6_X,cam_1_X4,cam_2_X,rob_2_2.3,EoL_6_Y,EoL_3_X,rob_2_2.1,cam_1_X1
9,,2.015380738,,,,-0.999770882,89.85733092,99.90877974,,99.76053416,,,,1.391439789,-1.497528182,-1.622789375,99.53897349,2.019097177,2.015178494,,1.997129289,2.016670485,1.154948587,99.56309299,4.015026861,1.652100314,,1.354354749,,-3.605288297,-1.609186766,,-1.785496799,,-1.533758074,,5.488258596,1.236736609,,,,2.425312881,,-1.756695628,,89.66369127,,99.58462158,,,,1.858728851,-2.08321691,,,,,2.144719943,,,-7.725044524,
9,,2.015380738,,,,-3.508973482,89.85733092,99.90877974,,99.76053416,,,,3.403697204,,-4.641668095,99.90420066,2.019097177,2.015178494,,1.997129289,1.995621932,4.22211511,99.56309299,0,,,3.431170006,,0,-3.876004312,,-4.680947417,,-6.234208915,,0,5.068943865,,,,7.91163477,,-5.100315716,,89.66369127,,99.58462158,,,,,,,,,,6.65656609,,,0,
9,,2.015380738,,,,,89.85733092,99.90877974,,99.76053416,,,,,,,99.90420066,2.019097177,2.015178494,,1.997129289,1.978458303,,99.56309299,-1.777303012,,,,,1.764864377,,,,,,,-2.743070891,,,,,,,,,89.66369127,,99.58462158,,,,,,,,,,,,,2.843694975,
9,,2.015380738,,,,,89.85733092,99.90877974,,99.76053416,,,,,,,99.90420066,2.019097177,2.015178494,,1.997129289,1.995621932,,99.56309299,-4.469814959,,,,,3.64514753,,,,,,,-5.442244479,,,,,,,,,89.66369127,,99.58462158,,,,,,,,,,,,,8.885810806,
9,,2.051490781,,,,,0,99.83587926,,99.76053416,,,,,,,99.90420066,1.995991545,1.988820472,,2.006831961,1.994067864,,99.56309299,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,0,99.83587926,,99.76053416,,,,,,,99.90420066,2.006293244,1.989273588,,1.993656686,2.002405475,,99.56309299,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,0,99.83587926,,99.76053416,,,,,,,99.90420066,1.980416552,1.991734108,,1.992851911,1.994067864,,99.56309299,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,0,99.83587926,,99.76053416,,,,,,,99.90420066,1.980416552,1.991734108,,1.992851911,2.001382084,,99.56309299,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,0,99.83587926,,99.76053416,,,,,,,99.90420066,1.980416552,1.991734108,,1.992851911,1.995621932,,99.56309299,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,0,99.83587926,,99.76053416,,,,,,,99.90420066,1.980416552,1.991734108,,1.992851911,1.995621932,,99.56309299,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,0,99.83587926,,99.76053416,,,,,,,99.90420066,1.980416552,1.991734108,,1.992851911,1.995621932,,99.56309299,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,0,99.83587926,,99.76053416,,,,,,,99.90420066,1.980416552,1.991734108,,1.992851911,1.995621932,,99.56309299,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,0,99.83587926,,99.76053416,,,,,,,99.90420066,1.980416552,1.991734108,,1.992851911,2.0317881,,99.56309299,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,0,99.83587926,,99.76053416,,,,,,,99.90420066,1.980416552,1.991734108,,1.992851911,2.01534869,,99.56309299,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,0,99.83587926,,99.76053416,,,,,,,99.90420066,1.980416552,1.991734108,,1.992851911,1.970098089,,99.56309299,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,0,99.83587926,,99.76053416,,,,,,,99.90420066,1.980416552,1.991734108,,1.992851911,1.970098089,,99.56309299,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,0,99.83587926,,99.76053416,,,,,,,99.90420066,1.980416552,1.991734108,,1.992851911,1.970098089,,99.56309299,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,0,99.83587926,,99.76053416,,,,,,,99.90420066,1.980416552,1.991734108,,1.992851911,1.970098089,,99.56309299,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,0,99.83587926,,99.76053416,,,,,,,99.90420066,1.980416552,1.991734108,,1.992851911,1.970098089,,99.56309299,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,0,99.83587926,,99.8907963,,,,,,,99.60625868,1.96650888,1.991734108,,2.019263543,2.0317881,,99.96253073,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,0,99.71602348,,,,,,,,,,,2.012653744,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
9,,2.021889621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.58462158,,,,,,,,,,,,,,
