ID,con_3,rob_1_maxVel,cam_1_Y.4,cam_1_Y.2,con_1.1,con_1.3,cam_2_Y,EoL_2_X,cam_1_X2,rob_2_vacuum.1,rob_1_1,rob_2_1.2,rob_2_supply.1,rob_2_maxVel.3,rob_2_supply.4,cam_3_X,rob_2_supply.3,rob_2_maxVel.2,rob_2_maxVel.4,rob_2_supply.2,rob_2_1.1,rob_1_2,cam_1_Y.1,rob_2_maxVel.1,EoL_5_X,rob_2_4.3,rob_2_4.2,EoL_2_Y,rob_2_4.1,cam_3_Y,rob_2_3.3,con_2,rob_2_3.2,rob_2_3.1,con_1.2,cam_1_Y.3,con_1.4,rob_2_2.2,EoL_1_X,rob_2_1.3,EoL_5_Y,rob_1_vacuum,EoL_4_X,rob_1_supply,EoL_4_Y,EoL_3_Y,cam_1_X3,rob_1_4,rob_1_3,EoL_1_Y,EoL_6_X,cam_1_X4,cam_2_X,rob_2_2.3,EoL_6_Y,EoL_3_X,rob_2_2.1,cam_1_X1,rob_2_3.4,rob_2_4.4,rob_2_1.4,rob_2_2.4
9,,2.001303734,,,,,,,,90.06789647,,-2.737655195,99.89024908,0.672626779,99.9822545,,99.91486949,0.712307411,0.685244311,99.56309299,-2.26843863,,,0.702405475,,-0.867328052,-0.202206758,,-0.733186919,,0.684022097,,-0.310327445,-0.445717485,,,,2.714168603,,-2.827715329,,0,,99.8322026,,,,,,,,,,2.448596527,,,2.900810932,,,,,
9,,1.968922413,,,,,,,,90.06789647,,-2.623979922,99.89024908,0.706293244,99.9822545,,99.92765077,0.696259728,0.685244311,99.56309299,-2.057578653,,,0.702405475,,-1.136813602,-0.407650189,,-0.946726554,,0.908362946,,-0.112369565,-0.214271164,,,,2.720267939,,-2.690251479,,0,,99.8322026,,,,,,,,,,2.388285607,,,2.972823894,,,,,
9,,1.968922413,,,,,,,,90.06789647,,-2.502928787,99.90420066,0.672626779,99.9822545,,99.92765077,0.7034848,0.691734108,99.96064985,-1.844722604,,,0.695621932,,-1.407727553,-0.618903961,,-1.150064638,,1.132224138,,0.100044867,0.048316729,,,,2.742380512,,-2.515013498,,0,,99.8322026,,,,,,,,,,2.305367562,,,3.074542439,,,,,
9,,1.968922413,,,,,,,,90.06789647,,-2.369689546,99.90420066,0.672626779,99.9822545,,99.92765077,0.693656686,0.700289932,99.96064985,-1.629948274,,,0.695621932,,-1.668726987,-0.833074093,,-1.338671075,,1.349413471,,0.330605109,0.351493488,,,,2.769650066,,-2.303887917,,0,,99.8322026,,,,,,,,,,2.192862739,,,3.194328319,,,,,
9,,1.968922413,,,,,,,,90.06789647,,-2.221931313,99.90420066,0.672626779,99.9822545,,99.92765077,0.696008713,0.665001872,99.96064985,-1.414849777,,,0.695621932,,-1.907256595,-1.045915333,,-1.508807035,,1.553107884,,0.580264369,0.701925043,,,,2.790504014,,-2.063907842,,0,,99.8322026,,,,,,,,,,2.045562698,,,3.315694134,,,,,
9,,1.968922413,,,,,,,,90.06789647,,-2.059877987,99.90420066,0.672626779,99.9822545,,99.92765077,0.709456145,0.688820472,99.96064985,-1.201940893,,,0.695621932,,-2.11223157,-1.251644882,,-1.657682655,,1.736873589,,0.847019446,1.101062762,,,,2.791517998,,-1.806316398,,0,,99.8322026,,,,,,,,,,1.860732097,,,3.414295415,,,,,
9,,1.968922413,,,,,,,,90.06789647,,-1.886360034,99.90420066,0.672626779,99.54519739,,99.92765077,0.698667587,0.699955989,99.96064985,-0.994482133,,,0.702405475,,-2.276551024,-1.443571411,,-1.783513949,,1.895947462,,1.125092311,1.541036909,,,,2.757350455,,-1.544988093,,0,,99.8322026,,,,,,,,,,1.638122791,,,3.456589388,,,,,
9,,1.968922413,,,,,,,,90.06789647,,-1.706864662,99.90420066,0.688449839,99.54519739,,99.78809038,0.717319719,0.699955989,99.96064985,-0.795770323,,,0.702405475,,-2.398718652,-1.614965985,,-1.886049408,,2.028291671,,1.404570744,2.000041423,,,,2.67165474,,-1.294781269,,0,,99.8322026,,,,,,,,,,1.37899554,,,3.403426786,,,,,
9,,1.968922413,,,,,,,,90.06789647,,-1.529850657,99.90420066,0.732397756,99.54519739,,99.65164493,0.713635065,0.700289932,99.96064985,-0.609183577,,,0.702405475,,-2.482595564,-1.759851093,,-1.966194418,,2.137032074,,1.672107817,2.441466128,,,,2.518791744,,-1.075473528,,0,,99.8322026,,,,,,,,,,1.078524643,,,3.220581135,,,,,
9,,1.968922413,,,,,,,,89.97504022,,-1.368290244,99.90420066,0.717116356,99.9822545,,99.65164493,0.709456145,0.685244311,99.96064985,-0.438507008,,,0.702405475,,-1.709653188,-1.873181639,,-2.025475223,,1.418231222,,1.913029319,2.819768145,,,,2.285008121,,0.971446258,,0,,99.8322026,,,,,,,,,,-0.674165849,,,2.894833099,,,,,
9,,1.968922413,,,,,,,,89.76993499,,-1.248081249,99.53897349,0.738402777,99.83440186,,99.64190825,0.697129289,0.726206256,99.96064985,-0.289107504,,,0.693732131,,-1.528852889,-1.948304036,,-2.065008952,,1.266389151,,2.115286754,3.092726813,,,,1.952246716,,2.385090408,,0,,99.8322026,,,,,,,,,,-1.983470409,,,2.445563173,,,,,
9,,1.968922413,,,,,,,,89.76993499,,0.574218285,99.90420066,0.738402777,99.83440186,,99.64190825,0.693656686,0.691734108,99.96064985,-0.17177505,,,0.689643033,,-1.659072749,-1.334136256,,-2.083054858,,1.431689247,,1.453159316,3.232421221,,,,-0.670135895,,2.329450207,,0,,99.8322026,,,,,,,,,,-2.040114386,,,1.918651646,,,,,
9,,1.968922413,,,,,,,,89.97504022,,1.912815986,99.90420066,0.738402777,99.9822545,,99.64190825,0.717319719,0.685244311,99.96064985,-0.119131641,,,0.697182689,,-1.824838307,-1.207199423,,-2.065894685,,1.628466367,,1.271529472,3.220413855,,,,-2.383768371,,2.306636445,,0,,99.8322026,,,,,,,,,,-2.127467247,,,1.357321228,,,,,
9,,1.968922413,,,,,,,,89.97504022,,1.88225599,99.54538724,0.70803577,99.9822545,,99.64190825,0.713635065,0.685244311,99.59272093,0.622440302,,,0.738195838,,-2.05292038,-1.291548189,,-1.1335328,,1.886274075,,1.378864423,1.736265169,,,,-2.340407657,,2.313145579,,0,,99.8322026,,,,,,,,,,-2.266885499,,,-1.497633668,,,,,
9,,1.968922413,,,,,,,,89.97504022,,1.868527525,99.89024908,0.751581378,99.9822545,,99.64190825,0.709456145,0.685244311,99.59272093,1.383565147,,,0.695621932,,0,-1.387349322,,-0.837019615,,0,,1.496996908,1.218073852,,,,-2.331119833,,0,,0,,99.8322026,,,,,,,,,,0,,,-3.297211488,,,,,
9,,1.968922413,,,,,,,,89.97504022,,1.867313208,99.89024908,0.738402777,99.9822545,,99.91486949,0.713635065,0.685244311,99.56309299,1.440146738,,,0.702405475,,1.255500978,-1.500312632,,-0.97896953,,-1.142400092,,1.634745797,1.400797588,,,,-2.360506481,,-1.664261797,,0,,99.8322026,,,,,,,,,,1.369509045,,,-3.18832678,,,,,
9,,1.968922413,,,,,,,,0,,0,,,99.90877974,,,,0.715178494,,1.503318771,,,,,1.740508915,0,,-1.136874072,,-1.534581299,,0,1.604915096,,,,0,,-2.542835625,,0,,99.8322026,,,,,,,,,,2.046855962,,,-3.121737482,,,,,
9,,1.968922413,,,,,,,,,,-0.928529983,,,,,,,,,1.568134341,,,,,1.523080883,0.700414088,,-1.318009287,,-1.293072175,,-0.688654047,1.845310621,,,,0.873710526,,-2.503710792,,0,,99.8322026,,,,,,,,,,1.959054907,,,-3.09905738,,,,,
9,,1.968922413,,,,,,,,,,-2.120587149,,,,,,,,,0,,,,,1.342983138,1.585724385,,0,,-1.09528124,,-1.594588236,0,,,,2.212803172,,-2.4966594,,0,,99.8322026,,,,,,,,,,1.895843603,,,0,,,,,
9,,1.968922413,,,,,,,,,,-2.076146523,,,,,,,,,-1.218166562,,,,,,1.44391783,,1.063717092,,,,-1.431614246,-1.463733558,,,,2.18542966,,,,0,,99.8322026,,,,,,,,,,,,,1.716913319,,,,,
9,,1.968922413,,,,,,,,,,-2.056296548,,,,,,,,,-1.848940276,,,,,,1.324150133,,1.510626359,,,,-1.294183433,-2.058441783,,,,2.186753764,,,,0,,99.8322026,,,,,,,,,,,,,2.981209058,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,-1.698883145,,,,,,,,1.256807805,,,,,-1.710478325,,,,,,,,0,,99.8322026,,,,,,,,,,,,,2.983705419,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,-1.581102597,,,,,,,,1.055357264,,,,,-1.448308198,,,,,,,,0,,99.8322026,,,,,,,,,,,,,3.033737517,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
9,,1.968922413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99.8322026,,,,,,,,,,,,,,,,,,
