ID,con_3,rob_1_maxVEl,cam_1_Y.4,cam_1_Y.2,con_1.1,con_1.3,cam_2_Y,EoL_2_X,cam_1_X2,rob_1_1,rob_2_supply.1,rob_2_maxVel.3,cam_3_X,rob_2_supply.2,rob_1_2,cam_1_Y.1,EoL_5_X,EoL_2_Y,cam_3_Y,con_2,rob_2_vacuum.1,rob_2_supply.4,con_1.2,rob_2_supply.3,con_1.4,rob_2_maxVel.4,rob_2_maxVel.2,rob_2_maxVel.1,EoL_5_Y,rob_1_vacuum,EoL_4_X,rob_1_supply,EoL_4_Y,EoL_3_Y,cam_1_X3,rob_1_4,rob_1_3,EoL_1_Y,EoL_6_X,cam_1_X4,cam_2_X,cam_1_Y.3,EoL_6_Y,EoL_3_X,EoL_1_X,cam_1_X1
9,95,1.9916716462493,0.625,0.6328125,345,345,0.7734375,,0.6484375,0.0,99.805118066753,1.9972982873792,0.7578125,99.805118066753,0.0,0.6328125,,,0.7734375,527,89.967244410498,99.805118066753,345,99.805118066753,345,1.9972982873792,1.9972982873792,1.9972982873792,,0,,30,,,0.6171875,0.0,0.0,0.7734375,,0.6171875,0.7578125,0.625,,,0.7578125,0.6328125
9,74.981623421108,2.0033191897559,,,74.991873263543,74.994297390984,,,,-1.9754408240307,99.805118066753,1.9972982873792,,99.805118066753,2.5003536995248,,,,,74.995740570964,89.967244410498,99.805118066753,74.988421607169,99.805118066753,75.000480110461,1.9972982873792,1.9972982873792,1.9972982873792,,0,,30,,,,-0.25144866082895,-0.63867548838649,,,,,,,,,
9,0.0084663776583625,1.9715570917186,,,0.013874922464865,0.011673010810667,,,,-4.649039786201,99.805118066753,1.9972982873792,,99.805118066753,6.2856424912998,,,,,0.011285538703271,89.967244410498,99.805118066753,0.012542036907915,99.805118066753,0.013015194217709,1.9972982873792,1.9972982873792,1.9972982873792,,0,,30,,,,-2.8361066967113,2.5050211597687,,,,,,,,,
9,,1.9770278108679,,,,,,,,-3.9870364552213,99.805118066753,1.9972982873792,,99.805118066753,6.233337825721,,,,,,89.967244410498,99.805118066753,,99.805118066753,,1.9972982873792,1.9972982873792,1.9972982873792,,0,,30,,,,-3.9944423906981,4.5418811637008,,,,,,,,,
9,,1.9770278108679,,,,,,,,-2.8392157268701,99.805118066753,1.9972982873792,,99.805118066753,5.1500557061106,,,,,,89.967244410498,99.805118066753,,99.805118066753,,1.9972982873792,1.9972982873792,1.9972982873792,,0,,30,,,,-4.8672489273352,6.2215821279186,,,,,,,,,
9,,1.9671743374665,,,,,,,,-1.6324825665364,99.805118066753,1.9972982873792,,99.805118066753,3.4484114023314,,,,,,89.967244410498,99.805118066753,,99.805118066753,,1.9972982873792,1.9972982873792,1.9972982873792,,0,,30,,,,-5.4442935109528,7.2045724561254,,,,,,,,,
9,,1.9715570917186,,,,,,,,-0.31234806534901,99.805118066753,1.9972982873792,,99.805118066753,1.249230007167,,,,,,89.967244410498,99.805118066753,,99.805118066753,,1.9972982873792,1.9972982873792,1.9972982873792,,0,,30,,,,-4.3618843351173,5.6364175961228,,,,,,,,,
9,,1.9715570917186,,,,,,,,1.9516551593684,99.805118066753,1.9972982873792,,99.805118066753,-2.6669252710272,,,,,,89.967244410498,99.805118066753,,99.805118066753,,1.9972982873792,1.9972982873792,1.9972982873792,,0,,30,,,,-1.8580089827776,2.283697832328,,,,,,,,,
9,,1.9715570917186,,,,,,,,0.0,99.805118066753,1.9972982873792,,99.805118066753,0.0,,,,,,89.967244410498,99.805118066753,,99.805118066753,,1.9972982873792,1.9972982873792,1.9972982873792,,0,,30,,,,0.0,0.0,,,,,,,,,
9,,1.9715570917186,,,,,,,,-1.4488266813694,99.805118066753,1.9972982873792,,99.805118066753,1.3839562863947,,,,,,89.967244410498,99.805118066753,,99.805118066753,,1.9972982873792,1.9972982873792,1.9972982873792,,0,,30,,,,1.2017670663356,-1.4216950716231,,,,,,,,,
