ID,cam_1_X4,rob_2_vacuum1,rob_2_1.3,rob_1_3,rob_2_2.1,EoL_1_Y,rob_1_1,EoL_6_Y,cam_1_X2,rob_2_2.2,rob_1_maxVEl,rob_2_maxVel2,rob_2_supply2,rob_2_1.1,rob_2_supply4,rob_2_supply3,cam_1_Y.2,rob_2_4.3,EoL_4_Y,EoL_6_X,rob_2_maxVel3,cam_3_X,rob_2_maxVel1,rob_2_1.4,rob_2_2.4,cam_1_X1,rob_2_1.2,EoL_2_Y,rob_2_supply1,EoL_2_X,rob_2_4.1,rob_2_3.4,rob_2_3.3,rob_2_3.2,rob_2_3.1,rob_2_4.4,rob_2_2.3,cam_1_X3,cam_2_X,rob_2_maxVel4,EoL_5_Y,cam_1_Y.1,rob_1_vacuum,rob_1_supply,rob_1_4,cam_1_Y.3,rob_1_2,cam_3_Y,cam_2_Y,rob_2_4.2,EoL_1_X,cam_1_Y.4,EoL_4_X,EoL_5_X,EoL_3_Y,EoL_3_X
10,0.6171875,0,0.0,0.0,0.0,0.7578125,0.0,0.2109375,0.6328125,0.0,1.9974809993819,2.0076106276308,99.580963397665,0.0,99.954449804256,99.672304174593,0.640625,0.0,0.2109375,0.21875,1.982820958027,0.7421875,1.9737482468797,0.0,0.0,0.6328125,0.0,0.640625,99.716023477521,0.6484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6328125,0.7421875,1.9980555606601,0.2109375,0.640625,0,99.531931670276,0.0,0.640625,0.0,0.7578125,0.7578125,0.0,0.7421875,0.640625,0.2109375,0.2109375,0.2109375,0.2109375
10,,0,1.3377234736495,-0.62716592673077,0.57512684573372,,-1.9682579076799,,,-0.55928769458821,1.9712084997494,1.9814895924188,99.580963397665,2.0714992789598,99.954449804256,99.528553240235,,1.1668956410749,,,2.0149998475673,,2.0019186228949,1.2993009620301,0.012339517870251,,-0.03977356264043,,99.631515081505,,1.7568041605184,-2.0898792012262,-2.4066554281914,-2.8996976245599,-2.4750117154523,1.3934228311674,-0.9609658921242,,,2.0251630024324,,,0,99.531931670276,-0.24218119771791,,2.503769474027,,,1.7439274488977,,,,,,
10,,0,3.8603927473175,2.5556507173117,-2.1750016338612,,-4.6610038855609,,,-3.4134251173614,2.0097615663985,1.9902635270217,99.580963397665,6.8248597058815,99.611483664706,99.721575186494,,3.7199354587392,,,2.0028543963529,,2.0128852924741,3.4145469769521,-2.4150850698783,,1.4203180839713,,99.631515081505,,3.8802412881608,-7.1341388497765,-7.8304972196405,-9.2480907809561,-6.7002713707831,4.5013129065872,-5.7883439640201,,,1.9756851182406,,,0,99.531931670276,-2.8207269991304,,6.3333749031404,,,4.6320557949518,,,,,,
10,,0,4.8365276551547,4.6264990629697,-5.0663862700292,,-4.0097468138367,,,-7.8406959256348,1.9819744517372,1.9814895924188,99.580963397665,7.6021115045098,99.611483664706,99.721575186494,,2.8844995752023,,,2.0028543963529,,2.0019186228949,4.6001052771347,-5.5000015298865,,2.5348881691089,,99.631515081505,,1.8888667999073,-7.4920347501307,-6.6693533159119,-9.7906341402963,-6.4019908532692,3.750601304972,-9.3246122612637,,,1.9998582444769,,,0,99.531931670276,-3.992786743284,,6.2819140632759,,,4.2359928652969,,,,,,
10,,0,5.4660894242157,6.3156564835038,-7.6251899347361,,-2.8570477231692,,,-11.029556255628,2.0150451251956,1.9902635270217,99.580963397665,7.5360188171776,99.611483664706,99.721575186494,,1.6225735098989,,,2.0028543963529,,1.9824314049487,5.4213730108738,-8.3069668937825,,3.5256148992885,,99.778972253097,,0.0079320731151231,-6.0234947266713,-3.550140619487,-6.9114308595584,-4.6880546502076,2.4408711279152,-10.530981576934,,,2.0025475315335,,,0,99.531931670276,-4.8776209347992,,5.1612245147851,,,3.3700371914235,,,,,,
10,,0,5.7252633260721,7.2807928008955,-9.1478611491827,,-1.6415746332391,,,-10.854761788015,1.9825034566594,1.9969457553645,99.580963397665,7.2342455657017,99.611483664706,99.721575186494,,0.33519135378806,,,2.0028543963529,,2.0019186228949,5.9074498847639,-9.606875942256,,4.3644317821354,,99.631515081505,,-1.4366190909415,-3.4265310926243,-0.7032185576807,-2.972305152473,-2.2114243220606,1.1045869698963,-9.6775641734574,,,1.9756851182406,,,0,99.531931670276,-5.4657490206833,,3.4183763659051,,,2.344687401145,,,,,,
10,,0,3.8824549930936,5.5215838138714,-4.817460155601,,-0.29994947283884,,,-8.5582884725152,2.0150451251956,1.9902635270217,99.580963397665,3.6393799575377,99.611483664706,99.721575186494,,-2.4223966773119,,,2.0028543963529,,1.9959696412959,5.6657000988091,-8.6897630473577,,4.563940537447,,99.631515081505,,-1.8851329586473,-0.75129284532125,4.1045285619926,-0.024986863432166,0.40174052318854,-0.23651007238724,-5.6745489880341,,,2.0251630024324,,,0,99.531931670276,-4.2631688400907,,1.1724644557767,,,1.1641270860607,,,,,,
10,,0,0.0,2.2259967372625,-1.1401470778599,,1.9510214030196,,,-4.286762308386,2.0150451251956,1.9902635270217,99.580963397665,0.81104682858562,99.611483664706,99.721575186494,,0.0,,,2.0028543963529,,1.9876650862149,3.1566335047984,-4.4357926853698,,2.8784547927066,,99.957466847638,,-1.023057047824,3.9494295347302,0.0,4.2248813332405,1.867061347795,-2.5709978789529,0.0,,,2.0251630024324,,,0,99.531931670276,-1.8106189413528,,-2.6883501151779,,,-2.0306291858805,,,,,,
10,,0,-1.5562006841239,0.0,-4.4103527467044,,0.0,,,0.0,2.0150451251956,1.9902635270217,99.580963397665,3.1727859911904,99.611483664706,99.721575186494,,1.7372743338427,,,2.0028543963529,,1.9876650862149,0.0,0.0,,0.0,,99.957466847638,,-3.6074547000458,0.0,-1.9934074324033,0.0,5.8167925815999,0.0,2.1339270090532,,,2.0251630024324,,,0,99.531931670276,0.0,,0.0,,,0.0,,,,,,
10,,0,-3.2101134746152,-1.4348261146707,0.0,,-1.461256324232,,,2.2964512149394,2.0150451251956,1.9902635270217,99.580963397665,0.0,99.611483664706,99.828763162993,,3.9704845469016,,,1.9999226319382,,1.9876650862149,-1.6815773315032,2.289905347749,,-1.6869424266898,,99.957466847638,,0.0,-2.1978015529514,-5.3067422450478,-2.1577158527103,0.0,1.8822977977647,4.2588174788964,,,2.0251630024324,,,0,99.531931670276,1.2126292749899,,1.399242710129,,,1.8952124152078,,,,,,
