ID,EoL_6_X,rob_2_3.3,EoL_4_Y,rob_2_1.4,rob_1_4,rob_2_supply.4,cam_1_Y.1,cam_1_Y.3,rob_2_3.1,rob_2_maxVel.4,cam_2_X,rob_2_supply.2,rob_2_supply.1,con_3,rob_2_supply.3,con_1.3,con_2,EoL_2_Y,EoL_3_Y,rob_2_maxVel.3,rob_2_maxVel.2,rob_2_4.4,rob_2_maxVel.1,rob_1_maxVel,rob_2_4.3,EoL_5_Y,rob_2_4.2,rob_2_4.1,cam_1_X2,rob_2_3.2,rob_2_2.4,rob_2_2.3,cam_1_Y.4,cam_1_X1,con_1.2,rob_1_vacuum,rob_1_1,rob_2_2.2,cam_1_Y.2,rob_2_1.1,rob_2_1.3,rob_2_1.2,cam_1_X4,rob_1_3,cam_2_Y,rob_1_2,EoL_3_X,EoL_5_X,rob_2_2.1,rob_1_supply,rob_2_vacuum.1,EoL_1_X,rob_2_3.4,con_1.1,con_1.4,cam_3_Y,EoL_4_X,EoL_1_Y,cam_1_X3,EoL_2_X,EoL_6_Y,cam_3_X
1,0.21875,0.0,0.2109375,0.0,0.0,99.983193246093,0.625,0.6171875,0.0,1.9975111254158,0.7578125,99.924876200361,99.528135600742,95,99.72528276205,345,527,0.625,0.2109375,1.9964134185206,2.0426706941791,0.0,2.0108638788248,1.9916520152799,0.0,0.2109375,0.0,0.0,0.6328125,0.0,0.0,0.0,0.6171875,0.6328125,345,0,0.0,0.0,0.625,0.0,0.0,0.0,0.6171875,0.0,0.7578125,0.0,0.2109375,0.2109375,0.0,99.760068684646,0,0.7578125,0.0,345,345,0.7578125,0.2109375,0.7578125,0.6171875,0.6328125,0.2109375,0.7578125
1,,-2.3220803186985,,1.2958417016882,-4.0925407193534,99.997266181954,,,-1.4137999001514,2.017357856459,,99.924876200361,99.804175702794,74.994579545367,99.72528276205,74.99923507549,74.99879358116,,,1.9746744483422,1.9335351155966,1.5259088519227,2.0101602932277,2.0369564558634,1.2847962964904,,1.8786967979251,-1.4008671021963,,-3.0185014033844,0.015647824689444,-0.86202461192819,,,75.003200328649,0,1.0351801723379,-0.73611658504027,,4.4045858587159,1.3586897228606,-0.23621225011633,,2.9419238904964,,1.0449322101169,,,-2.6585671583041,99.760068684646,0,,-2.0786481465867,74.999582685377,74.994441012477,,,,,,,
1,,-7.2408390524578,,3.4724630975213,-8.7411739140028,99.66165587429,,,-2.558636232434,1.981056898604,,99.521679719013,99.546348769638,0.0036637121439247,99.658245454186,0.010787038543009,0.0083608437014576,,,2.0392576255438,2.0151000343095,4.8133792479009,1.9675281964883,2.0369564558634,3.9792260212877,,4.8474536454856,-1.7384906385074,,-9.124255300758,-2.3371224817604,-5.4309534406679,,,0.011049442099677,0,0.9379817920243,-3.6257266555904,,9.1911627766245,4.0783185464391,1.1376343788126,,9.1585825739595,,1.7944233414345,,,-9.0845953185322,99.760068684646,0,,-6.8169612486833,0.0070527218576572,0.0095789524011261,,,,,,,
1,,-6.151197034849,,4.7701848029573,-7.9691761469053,99.997266181954,,,0.3621121120449,2.0219385120389,,99.521679719013,99.546348769638,,99.658245454186,,,,,1.985653381431,2.0007672133801,4.0128598958622,1.9725224456294,2.0369564558634,3.0623110662351,,4.4947765664979,-2.7667759594848,,-9.2058410590601,-5.0614681739005,-8.4336487008683,,,,0,2.0954163874225,-7.6601193788393,,8.158475008404,5.1441400734965,2.2889414575586,,9.2342948130944,,-0.68380941948254,,,-9.8468131998112,99.760068684646,0,,-7.0162465704722,,,,,,,,,
1,,-3.4314236075011,,5.653902051989,-5.0624643680155,99.651494086488,,,5.2385739492054,2.017357856459,,99.744437681311,99.546348769638,,99.658245454186,,,,,2.0392576255438,1.9978658266545,2.6075201056851,1.9725224456294,2.0369564558634,1.6947743976607,,3.6775044869465,-4.4984808495547,,-6.3466212699559,-7.4940289327531,-9.5845360199539,,,,0,4.326641126468,-10.28954776965,,5.0960653303139,5.7810699509038,3.3451188315492,,5.94645405682,,-4.9733363226377,,,-6.4582543080932,99.760068684646,0,,-5.6845276488919,,,,,,,,,
1,,-0.81692256346764,,6.1232504047385,0.0,99.825099458018,,,0.0,2.0064341462846,,99.744437681311,99.546348769638,,99.658245454186,,,,,1.9997322975438,1.997717091578,1.1912078577938,1.9725224456294,2.0369564558634,0.33871848272804,,2.6711092386028,0.0,,-2.7614268729367,-8.7619228383021,-9.0317065561412,,,,0,0.0,-10.090412181327,,0.0,5.9583172018284,4.255429776616,,0.0,,0.0,,,0.0,99.760068684646,0,,-3.4039231484054,,,,,,,,,
1,,3.8110584288811,,5.8426787490958,1.9706990823462,99.824741500075,,,-2.7669372377347,2.0164036867599,,99.744437681311,99.826771646069,,99.658245454186,,,,,1.9997322975438,2.0156350383456,-0.17991370249142,1.961280054152,2.0067749777705,-2.5021736886519,,1.5067385466873,2.3057945078785,,-0.058113922444466,-8.1776835360203,-5.3168988115162,,,,89.805985919584,-2.332040879338,-8.2948354598941,,-2.0031900078799,3.9103072517734,4.6467323745788,,-2.309375016199,,2.5466341718755,,,2.5676891558005,99.760068684646,0,,-0.93700864086805,,,,,,,,,
1,,0.0,,3.2271688882146,2.8057461707112,99.824741500075,,,-4.5267628987187,2.0164036867599,,99.744437681311,99.826771646069,,99.658245454186,,,,,1.9997322975438,2.0156350383456,-2.615075604,1.9725224456294,2.0369564558634,0.0,,-1.938136798509,3.6186092236001,,3.9421126645744,-4.2587182870778,0.0,,,,89.805985919584,-3.7465597020638,-4.3240274409648,,-2.7855564137954,0.0,3.0541290579472,,-3.1588267348878,,4.13326684823,,,3.4517751924709,99.760068684646,0,,3.653589653087,,,,,,,,,
1,,-1.8761375180191,,0.0,2.1126031565226,99.824741500075,,,-1.0726237862848,2.0164036867599,,99.744437681311,99.805118066753,,99.922397110846,,,,,2.0288108403878,2.0156350383456,0.0,1.9972982873792,2.0369564558634,1.6591890813987,,0.0,-0.12566817969381,,0.0,0.0,1.8362739391569,,,,89.805985919584,-0.27367369103369,0.0,,-1.850007753225,-1.4362147171698,0.0,,-2.5104596696769,,0.025373334077238,,,2.7962804404811,99.760068684646,0,,0.0,,,,,,,,,
1,,-4.9772527411241,,-1.5358270364426,5.4285437786143,99.821416554951,,,0.15863942417141,2.0197609252171,,99.744437681311,99.805118066753,,99.922397110846,,,,,2.0027683028154,1.9714255428216,1.7708450018458,2.0323128889999,2.0001288120048,3.9346117945387,,1.7289625646142,-1.8222501969501,,-1.8863998720069,1.9654866290821,3.8511345869273,,,,90.027113818316,1.311111934696,1.862862392979,,-4.6773565827361,-3.0868802829939,-1.4786085219558,,-6.8203152866713,,-2.1830064500339,,,8.4108912019872,99.942873828131,89.803465920864,,-2.0350196153079,,,,,,,,,
