ID,rob_2_maxVel.4,con_1.3,cam_2_X,cam_1_Y.1,rob_2_supply.1,con_2,EoL_1_X,rob_1_maxVel,cam_1_Y.2,cam_3_X,rob_1_3,EoL_3_X,rob_2_maxVel.2,cam_1_X4,EoL_2_X,EoL_4_X,cam_1_X3,cam_1_Y.4,rob_2_vacuum.1,rob_2_supply.4,cam_1_X1,rob_2_supply.3,rob_2_supply.2,rob_2_maxVel.3,EoL_4_Y,rob_2_maxVel.1,con_1.1,cam_1_Y.3,cam_3_Y,EoL_2_Y,rob_1_2,rob_1_vacuum,rob_1_supply,rob_1_4,rob_1_1,con_3,EoL_5_Y,EoL_6_Y,EoL_5_X,con_1.4,EoL_1_Y,EoL_3_Y,cam_2_Y,cam_1_X2,con_1.2,EoL_6_X
21,1.9972982873792,345,0.7734375,0.625,99.805118066753,527,0.7734375,1.9847082160331,0.625,0.7734375,0.0,,1.9972982873792,0.6328125,,,0.6328125,0.6328125,89.967244410498,99.805118066753,0.6328125,99.805118066753,99.805118066753,1.9972982873792,,1.9972982873792,345,0.6328125,0.765625,,0.0,0,30,0.0,0.0,95,,,,345,0.765625,,0.765625,0.6328125,345,
21,1.9972982873792,75.005253362594,,,99.805118066753,74.990086895746,,1.9907578611018,,,-0.62831023777073,,1.9972982873792,,,,,,89.967244410498,99.805118066753,,99.805118066753,99.805118066753,1.9972982873792,,1.9972982873792,74.998772799801,,,,2.5273368383169,0,30,-0.25355465431895,-1.9095425817325,75.007154175019,,,,75.003163226368,,,,,75.005990591766,
21,1.9972982873792,0.0077478808896304,,,99.805118066753,0.0097118445896704,,1.971996685116,,,2.6586161837224,,1.9972982873792,,,,,,89.967244410498,99.805118066753,,99.805118066753,99.805118066753,1.9972982873792,,1.9972982873792,0.0096971203513282,,,,6.4890195561196,0,30,-2.7837454061716,-4.5581731913499,0.013942293750453,,,,0.0080742921651617,,,,,0.0083459514044857,
21,1.9972982873792,,,,99.805118066753,,,1.9907578611018,,,4.8430378445414,,1.9972982873792,,,,,,89.967244410498,99.805118066753,,99.805118066753,99.805118066753,1.9972982873792,,1.9972982873792,,,,,6.4714559667115,0,30,-3.9316187518038,-3.9286508587973,,,,,,,,,,,
21,1.9972982873792,,,,99.805118066753,,,1.9907578611018,,,6.6076806806456,,1.9972982873792,,,,,,89.967244410498,99.805118066753,,99.805118066753,99.805118066753,1.9972982873792,,1.9972982873792,,,,,5.2840779957134,0,30,-4.8035003810567,-2.8033209936399,,,,,,,,,,,
21,1.9972982873792,,,,99.805118066753,,,1.9907578611018,,,7.5569663033251,,1.9972982873792,,,,,,89.967244410498,99.805118066753,,99.805118066753,99.805118066753,1.9972982873792,,1.9972982873792,,,,,3.4325697862987,0,30,-5.3997915701199,-1.6119812456413,,,,,,,,,,,
21,1.9972982873792,,,,99.805118066753,,,2.0028493644317,,,5.5354613048075,,1.9972982873792,,,,,,89.967244410498,99.805118066753,,99.805118066753,99.805118066753,1.9972982873792,,1.9972982873792,,,,,1.0915029265302,0,30,-4.1223224120983,-0.2771501085791,,,,,,,,,,,
21,1.9972982873792,,,,99.805118066753,,,2.0028493644317,,,2.2227394132744,,1.9972982873792,,,,,,89.967244410498,99.805118066753,,99.805118066753,99.805118066753,1.9972982873792,,1.9972982873792,,,,,-2.7738739652967,0,30,-1.7609802900247,1.9218635354107,,,,,,,,,,,
21,1.9972982873792,,,,99.805118066753,,,2.0028493644317,,,0.0,,1.9972982873792,,,,,,89.967244410498,99.805118066753,,99.805118066753,99.805118066753,1.9972982873792,,1.9972982873792,,,,,0.0,0,30,0.0,0.0,,,,,,,,,,,
21,1.9972982873792,,,,99.805118066753,,,1.9956983454356,,,-1.4793046016141,,1.9972982873792,,,,,,89.967244410498,99.805118066753,,99.805118066753,99.805118066753,1.9972982873792,,1.9972982873792,,,,,1.4812898665928,0,30,1.2085495408794,-1.4176198807877,,,,,,,,,,,
