ID,rob_2_1.4,rob_2_1.1,rob_2_1.3,cam_2_X,cam_1_Y.1,rob_2_3.1,EoL_1_X,rob_1_maxVel,cam_1_Y.2,cam_3_X,rob_1_3,rob_2_3.4,rob_2_2.1,EoL_3_X,rob_2_maxVel.2,rob_2_vacuum.1,rob_2_supply.4,cam_1_X4,rob_2_supply.3,EoL_2_X,EoL_4_X,rob_2_supply.2,rob_2_1.2,rob_2_4.2,rob_2_supply.1,cam_1_X3,rob_2_maxVel.4,cam_1_Y.4,rob_2_3.3,rob_2_maxVel.3,cam_1_X1,rob_2_maxVel.1,rob_2_4.4,rob_2_4.3,EoL_4_Y,rob_2_2.4,rob_2_3.2,cam_1_Y.3,cam_3_Y,EoL_2_Y,rob_1_2,rob_2_4.1,rob_2_2.3,EoL_1_Y,rob_1_1,rob_1_vacuum,rob_1_supply,EoL_5_Y,EoL_5_X,EoL_6_Y,rob_2_2.2,EoL_3_Y,cam_2_Y,cam_1_X2,rob_1_4,EoL_6_X
21,0.0,0.0,0.0,0.7734375,0.6328125,0.0,0.7734375,1.9847082160331,0.625,0.7734375,0.0,0.0,0.0,0.203125,1.9727902117373,0,99.816085819999,0.625,99.60252973993,0.6484375,0.2109375,99.904076572797,0.0,0.0,99.761089280047,0.6171875,1.9831228288197,0.640625,0.0,1.9878177612406,0.6484375,2.0013384435218,0.0,0.0,0.2109375,0.0,0.0,0.6328125,0.765625,0.6171875,0.0,0.0,0.0,0.765625,0.0,0,99.644505596153,0.2109375,0.2109375,0.21875,0.0,0.2109375,0.765625,0.6328125,0.0,0.2109375
21,1.26714461495,2.2202938109682,1.3194826574317,,,-2.4215259246511,,1.9907578611018,,,-0.62648772581563,-2.1024982576969,0.47117522076879,,2.0140453714281,0,99.816085819999,,99.597086293169,,,99.791157358563,-0.25898419594996,1.8675002236013,99.761089280047,,2.0094405056487,,-2.4170028521592,2.0234896552454,,1.981852723127,1.4195086162294,1.1879748946048,,0.040879877608325,-3.1311539635141,,,,2.5245649415869,1.7012963138028,-0.91066067525713,,-1.9146364837424,0,99.788123050741,,,,-0.63879596564656,,,,-0.25251530729308,
21,3.3580083157992,6.8983112100333,3.8556337897912,,,-6.7512634762857,,2.0028493644317,,,2.6710911557961,-6.990264651737,-2.1935488687241,,1.9931063631697,0,99.530334151,,99.597086293169,,,99.791157358563,1.0419449475192,4.7510151464871,99.761089280047,,1.982845337959,,-7.7395771128066,1.9714219206079,,1.981852723127,4.4634788153743,3.7228506863044,,-2.3455320522811,-9.6658075059133,,,,6.5070398369896,3.9611145179117,-5.7193981899701,,-4.592179467252,0,99.788123050741,,,,-3.4210129625404,,,,-2.800147437847,
21,4.4987320268362,7.720568591114,4.8198945569142,,,-6.4588647594696,,1.9771542957227,,,4.8759819111849,-7.2939609457272,-5.145292837078,,2.0140453714281,0,99.715608471024,,99.597086293169,,,99.529517999866,2.162908775506,4.3633653952783,99.761089280047,,2.0171411207691,,-6.5901356059453,2.0626360848055,,1.9805665165097,3.7120451104399,2.8847463683905,,-5.2604332625162,-10.243944083743,,,,6.491607232514,1.9299611048673,-9.1611662778813,,-3.9612610504886,0,99.952693929524,,,,-7.9969753761388,,,,-3.9697377257742,
21,5.2980785427758,7.6506682901191,5.4416266804978,,,-4.6892449900094,,1.9771542957227,,,6.6469984810758,-5.953961348882,-7.7296865958808,,2.0140453714281,0,99.715608471024,,99.597086293169,,,99.529517999866,3.1780522536302,3.5513069250107,99.761089280047,,2.0094405056487,,-3.5559522611095,2.0285516549995,,1.9805665165097,2.4551140489335,1.6348448261178,,-7.9507216449214,-7.1448623550844,,,,5.2818628596619,-0.0091184819930967,-10.370176809548,,-2.8158809952414,0,99.908202694912,,,,-11.227497914678,,,,-4.8540806345431,
21,5.7719629237753,7.2674393869307,5.7316430445069,,,-2.1302364569169,,2.0028493644317,,,7.5920388632055,-3.5256743102494,-9.1369537454346,,1.9931063631697,0,99.530334151,,99.597086293169,,,99.791157358563,4.0602761379799,2.5788260479844,99.647117150187,,1.982845337959,,-0.77001278696178,2.0234896552454,,2.0172326225275,1.16900171521,0.36978597595266,,-9.2863519654945,-3.000631266865,,,,3.4077643514511,-1.5059823198441,-9.6353295099678,,-1.6043842685799,0,99.908202694912,,,,-10.856047902565,,,,-5.4554113144186,
21,5.7581356700684,4.6011818137343,3.9833313013462,,,3.4902859476591,,1.9771542957227,,,5.3896139322997,-1.0040384422436,-6.161712640768,,1.9931063631697,0,99.530334151,,99.597086293169,,,99.791157358563,4.4115477211462,1.4515978714517,99.647117150187,,2.0274537155547,,4.0320730234016,2.0234896552454,,2.0172326225275,-0.0883400890627,-2.3971190624078,,-8.8320038480522,-0.03028269024293,,,,1.0302866603549,-3.3975389182089,-5.803582246301,,-0.24293058261843,0,99.908202694912,,,,-8.5674327296814,,,,-4.0361933523971,
21,3.4638580199591,0.0,0.0,,,0.0,,1.9771542957227,,,2.168612823323,3.7835252496758,0.0,,1.9931063631697,0,99.530334151,,99.597086293169,,,99.791157358563,2.9265479145511,-1.8952043449866,99.647117150187,,2.0274537155547,,0.0,2.0234896552454,,2.0172326225275,-2.5079044916052,0.0,,-4.8735256255554,4.1992683829461,,,,-2.7802181043886,0.0,0.0,,1.9301564234355,0,99.908202694912,,,,-4.3975184697623,,,,-1.7250379810237,
21,0.0,-1.4566562159107,-1.4675035474722,,,-1.9647990358163,,1.9771542957227,,,0.0,0.0,1.9908165279312,,1.9931063631697,0,99.530334151,,99.701758036832,,,99.791157358563,0.0,0.0,99.888983023968,,2.0274537155547,,-1.9427890013863,1.9971191607403,,1.9893938969576,0.0,1.6303604322127,,0.0,0.0,,,,0.0,1.6138026665328,2.0074001149072,,0.0,0,99.908202694912,,,,0.0,,,,0.0,
21,-1.5096594740194,-3.1578505041524,-3.1708054907916,,,-5.3336178643095,,1.9849121701313,,,-1.4855418019625,-2.024438139068,4.1928567441641,,2.0015397939917,89.311643399954,99.560989975259,,99.701758036832,,,99.808304991372,-1.5879249845963,1.7781119900476,99.531256796301,,2.0015922293988,,-5.3466842823961,1.9999612773045,,1.981852723127,1.6806744642214,3.9057182050878,,2.052536327133,-2.0831996047237,,,,1.4919136159229,3.8927857159305,4.2149957021492,,-1.4299779522233,90.048848328534,99.978603446065,,,,2.155153287088,,,,1.2175096739603,
21,-3.1338270756419,-1.9948448799748,-2.6485676174409,,,-1.7006191245224,,1.971996685116,,,-3.8179583794943,-5.2775790235813,3.1733828122582,,2.0127060819888,89.311643399954,99.560989975259,,99.701758036832,,,99.808304991372,-3.1174025198721,3.867280146427,99.531256796301,,2.0171143824289,,-1.1674051301195,1.9714219206079,,2.0290343636689,3.8793432399555,1.1880248029862,,4.1400785207968,-5.2424442992228,,,,4.8897877812163,0.15976067640508,3.6456189123916,,-4.0790876795799,90.048848328534,99.908202694912,,,,4.1128638014118,,,,3.1978791486907,
21,-3.1954310134289,-4.4214046118343,-5.7863644306482,,,0.22939381317205,,1.9712862130556,,,-2.8107098810589,-0.71100973119021,8.7638936210943,,1.9931063631697,89.311643399954,99.560989975259,,99.764608519767,,,99.808304991372,-2.4162025544682,0.80963946296957,99.658245672414,,2.0113048087696,,1.1472518161586,2.0118525732703,,1.986277602572,2.0833069672676,-0.26014907960092,,3.9582202760347,-1.4113934461157,,,,0.36994558755139,-1.8752384954743,8.8257269925313,,-0.49662897962314,90.048848328534,99.978603446065,,,,3.4788595058653,,,,2.2346694742488,
21,-6.8651495388392,-3.7841158215153,-5.6415293639662,,,3.3145650605972,,2.0152504691685,,,-7.1684697289741,1.8215289713863,10.802406734685,,1.9794735976656,89.311643399954,99.560989975259,,99.764608519767,,,99.808304991372,-5.4877353429343,-0.59355132345958,99.58716690711,,1.9769209331153,,3.6789869642426,2.0626360848055,,2.0290343636689,1.159550186743,-1.578031417237,,8.4800427845883,0.50362195591608,,,,-2.2306551175713,-3.0367818492688,9.2251647608357,,1.2633535017715,90.048848328534,99.978603446065,,,,9.0139721574435,,,,5.3039351320541,
21,-7.2188039588353,-2.7697010150625,-5.0347251769083,,,7.6705600240137,,1.9907578611018,,,-7.0944058929987,4.1463027916886,11.051850156839,,2.0140453714281,89.311643399954,99.560989975259,,99.764608519767,,,99.529517999866,-5.2170394602698,-1.8574228600649,99.510245304092,,2.0202208531139,,6.137162756392,1.9714219206079,,2.0173719720237,-0.28248503510255,-2.8807103391741,,7.6334383260921,3.1241104188142,,,,-4.2705539438929,-4.0009484877699,7.9392765757973,,2.5243185713014,90.048848328534,99.788123050741,,,,10.045907920762,,,,5.0029922289986,
21,-7.1744131484337,-1.668309912206,-4.1242339534906,,,10.743131176595,,1.9907578611018,,,-5.8528984356305,5.927115247593,7.5778362467758,,2.003606733452,89.311643399954,99.560989975259,,99.764608519767,,,99.717389541883,-4.5252939290344,-3.0580111220895,99.58716690711,,2.0324838320586,,7.4749838918944,2.0626360848055,,2.0290343636689,-2.0402678864704,-4.0662463368767,,5.578846465645,6.1520020235481,,,,-5.9008071829614,-4.7536781376901,5.2243973905219,,3.6766031015847,90.048848328534,99.788123050741,,,,9.3438140587453,,,,4.1736833827077,
21,-6.4516525894841,-0.50527290609636,-2.9360972628549,,,9.4734505720777,,1.989578065805,,,-3.9320278384269,6.623640940664,3.0934754705927,,1.9931063631697,89.311643399954,99.560989975259,,99.597086293169,,,99.791157358563,-3.5701751787144,-3.9550412315169,99.58716690711,,1.9499491777998,,6.7271738470005,2.0285516549995,,1.981852723127,-3.9815094229183,-4.3809631973196,,2.9756202138521,7.8636125516602,,,,-6.758485878131,-4.8211923738096,2.254083158743,,4.6261427425076,90.048848328534,99.788123050741,,,,6.3678388238188,,,,3.1210211155393,
21,-3.7500806018517,0.56723104834193,-0.0094056268179001,,,2.5433303709546,,2.0179794765304,,,-1.5004716436847,2.8388041564705,-1.0813676253604,,1.9375144499085,89.311643399954,99.560989975259,,99.597086293169,,,99.791157358563,-0.51929940876046,-2.0853789825704,99.58716690711,,2.0171143824289,,1.8630073265136,1.9999612773045,,2.0290343636689,-1.6727464050921,-1.3766777844404,,0.26018837637903,3.7064702769022,,,,-4.5496443858147,-1.5271164228172,-0.86622666722327,,3.350003823526,90.236423534683,99.908895671768,,,,0.02557808918677,,,,1.7610391332867,
21,2.517161620149,3.3053103166992,4.0144187775453,,,3.7017554424383,,2.0179794765304,,,1.6798401779062,0.9943992379591,-8.6352007253202,,1.9375144499085,89.311643399954,99.560989975259,,99.597086293169,,,99.791157358563,3.5105941612052,-2.3181320829535,99.58716690711,,2.0138154529659,,2.7182851252168,1.9714219206079,,1.981852723127,-1.3143391766037,-2.2865104696389,,-2.0425726122797,3.5249724514393,,,,-1.2018527911639,-2.3871285681229,-6.3469600545608,,0.98319099261007,90.236423534683,99.908895671768,,,,-7.625482649012,,,,-1.0426721027138,
21,6.4443319702024,4.1653425386798,4.1856986399378,,,6.3073346166432,,2.0179794765304,,,5.5253635261346,3.2589432283574,-8.0356078994247,,1.9375144499085,89.875661992181,99.578805353219,,99.597086293169,,,99.791157358563,3.7923281816804,-3.0058420587906,99.510245304092,,1.9769209331153,,3.6488382383803,2.0626360848055,,2.0173719720237,-3.9873037329518,-3.098930284632,,-5.3922802326486,4.1878166601866,,,,-3.6849351416935,-3.9774184108377,-5.9811463154875,,3.1915738067559,90.236423534683,99.908895671768,,,,-6.7512842082873,,,,-4.2378077344355,
21,0.0,0.0,0.0,,,0.0,,1.989578065805,,,0.0,0.0,0.0,,1.9711663470769,89.286277511199,99.68879065491,,99.52557683672,,,99.791157358563,0.0,0.0,99.58716690711,,2.0171143824289,,0.0,1.9865858278403,,2.0290343636689,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,90.236423534683,99.908895671768,,,,0.0,,,,0.0,
21,-1.5873262160397,-1.8898109563575,-1.7614946350757,,,-3.370530164648,,1.989578065805,,,-2.1317429467991,-1.0292375591403,2.9726061692711,,1.9711663470769,89.286277511199,99.68879065491,,99.52557683672,,,99.791157358563,-1.626541885458,1.3546220101152,99.58716690711,,2.0171143824289,,-1.6024038688376,1.9865858278403,,2.0290343636689,1.1947226813706,1.3923721554785,,1.2722423528893,-1.774937474869,,,,1.6841629172968,2.0323468361426,2.1350105321307,,-1.4856191527116,90.236423534683,99.908895671768,,,,2.4113442315277,,,,1.8294273391249,
21,-6.3137498115517,-4.5554186814065,-5.1108373573166,,,-6.0065981891069,,1.989578065805,,,,-3.5170499662018,9.25134043461,,1.9711663470769,89.286277511199,99.68879065491,,99.52557683672,,,99.791157358563,-4.6103509519172,3.4042262191514,99.58716690711,,2.0171143824289,,-3.8546626856849,1.9865858278403,,2.0290343636689,4.2634737524874,3.403802532301,,5.0813740298299,-4.6091335451233,,,,,3.8997738649495,6.6065276504599,,,90.236423534683,99.908895671768,,,,7.7626635272315,,,,,
21,,,,,,,,2.0456890375034,,,,,,,2.0123556629371,0,99.519741172498,,99.52557683672,,,99.791157358563,,,99.816539890143,,1.9700706981193,,,2.0108546513101,,2.0349967546723,,,,,,,,,,,,,,0,99.908895671768,,,,,,,,,
21,,,,,,,,2.0179794765304,,,,,,,1.9847254468958,0,99.583422305188,,99.52557683672,,,99.791157358563,,,99.816539890143,,2.0204803773667,,,1.9885395960179,,2.0054050341062,,,,,,,,,,,,,,0,99.908895671768,,,,,,,,,
21,,,,,,,,2.0179794765304,,,,,,,1.9823827176459,0,99.583422305188,,99.979268579875,,,99.954890731503,,,99.816539890143,,2.022635838157,,,2.014423392705,,1.9799428756333,,,,,,,,,,,,,,0,99.908895671768,,,,,,,,,
21,,,,,,,,2.0179794765304,,,,,,,1.9823827176459,0,99.583422305188,,99.979268579875,,,99.954890731503,,,99.816539890143,,2.022635838157,,,2.014423392705,,1.9799428756333,,,,,,,,,,,,,,0,99.908895671768,,,,,,,,,
