cam_1_X,cam_1_Y,cam_2_X,cam_2_Y,cam_3_X,cam_3_Y,EoL_3_X,EoL_4_X,EoL_5_X,EoL_6_X,EoL_3_Y,EoL_4_Y,EoL_5_Y,EoL_6_Y,EoL_1_X,EoL_1_Y,EoL_2_X,EoL_2_Y,score,con_1,con_2,con_3,rob_1_1,rob_1_2,rob_1_4,rob_1_maxVel,rob_1_gripper,rob_1_3,rob_2_1,rob_2_2,rob_2_4,rob_2_maxVel,rob_2_gripper,rob_2_3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.49221259260106,80.41572924764161,80.75907544289522,0.0,0.0,0.0,5.0186242335321225,99.55962771113036,0.0,0.0,0.0,0.0,5.003096874239466,100.22728475449064,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.49221259260106,79.49221259260106,79.49221259260106,0.0,0.0,0.0,5.004592215077009,100.13445156234025,0.0,0.0,0.0,0.0,4.946132884111189,99.54227371546486,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.49221259260106,79.49221259260106,79.49221259260106,0.0,0.0,0.0,5.0186242335321225,99.82383063047186,0.0,0.0,0.0,0.0,5.055955471240991,99.94669399379528,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.49221259260106,80.75907544289522,79.49221259260106,0.0,0.0,0.0,5.004592215077009,100.13445156234025,0.0,0.0,0.0,0.0,5.055955471240991,99.57300812423618,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.41572924764161,79.49221259260106,79.49221259260106,0.0,0.0,0.0,4.9975250238831,99.86731238800247,0.0,0.0,0.0,0.0,4.9506197326522905,99.5387136795348,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.49221259260106,79.49221259260106,79.49221259260106,0.0,0.0,0.0,4.989964001084823,99.86731238800247,0.0,0.0,0.0,0.0,5.0452718666432,99.4451160876374,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.49221259260106,80.75907544289522,79.49221259260106,0.0,0.0,0.0,4.987358296869369,99.14084651873678,0.0,0.0,0.0,0.0,4.978809304736355,99.54227371546486,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.75907544289522,79.49221259260106,79.49221259260106,0.0,0.0,0.0,4.987358296869369,99.14084651873678,0.0,0.0,0.0,0.0,4.986255050289926,100.26762775082008,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.49221259260106,79.49221259260106,79.49221259260106,0.0,0.0,0.0,4.989964001084823,99.86731238800247,0.0,0.0,0.0,0.0,4.948293786756897,99.5387136795348,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.49221259260106,80.75907544289522,79.49221259260106,0.0,0.0,0.0,5.004592215077009,100.13445156234025,0.0,0.0,0.0,0.0,4.9506197326522905,99.5387136795348,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.19309794266827,80.18676198358878,80.18676198358878,0.0,0.0,0.0,5.0186357380502615,100.09167002162124,0.0,0.0,0.0,0.0,4.98914882997906,99.25081569919494,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.18676198358878,80.18676198358878,80.19309794266827,0.0,0.0,0.0,5.041242038872551,101.06657456924488,0.0,0.0,0.0,0.0,4.982728758950377,100.25339484632944,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.18676198358878,80.18676198358878,80.18676198358878,0.0,0.0,0.0,5.041242038872551,101.06657456924488,0.0,0.0,0.0,0.0,4.984890261895393,98.82941752476816,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.18676198358878,80.18676198358878,80.32689702120354,0.0,0.0,0.0,4.9971329003132325,100.09167002162124,0.0,0.0,0.0,0.0,4.9803101606066535,100.50567103850793,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.18676198358878,80.18676198358878,80.18676198358878,0.0,0.0,0.0,5.0186357380502615,100.09167002162124,0.0,0.0,0.0,0.0,4.982728758950377,100.25339484632944,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.19309794266827,80.18676198358878,80.18676198358878,0.0,0.0,0.0,5.06542148271801,99.69836895558718,0.0,0.0,0.0,0.0,4.984890261895393,99.51181650366571,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.18676198358878,80.18676198358878,80.18676198358878,0.0,0.0,0.0,5.041242038872551,101.06657456924488,0.0,0.0,0.0,0.0,5.027061243094725,99.51181650366571,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.18676198358878,80.18676198358878,80.18676198358878,0.0,0.0,0.0,5.037810451684404,100.43246014254277,0.0,0.0,0.0,0.0,4.9803101606066535,100.22139040753426,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.18676198358878,80.19309794266827,80.18676198358878,0.0,0.0,0.0,5.0186357380502615,101.06657456924488,0.0,0.0,0.0,0.0,4.982728758950377,100.25339484632944,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.18676198358878,80.18676198358878,80.18676198358878,0.0,0.0,0.0,5.0186357380502615,100.09167002162124,0.0,0.0,0.0,0.0,4.982728758950377,100.25339484632944,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.18676198358878,80.18676198358878,80.19309794266827,0.0,0.0,0.0,5.041242038872551,99.69652709796496,0.0,0.0,0.0,0.0,4.98914882997906,99.25081569919494,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.18676198358878,80.18676198358878,80.18676198358878,0.0,0.0,0.0,5.0186357380502615,100.09167002162124,0.0,0.0,0.0,0.0,4.982728758950377,100.25339484632944,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.19309794266827,80.18676198358878,80.18676198358878,0.0,0.0,0.0,5.06542148271801,99.86220577657484,0.0,0.0,0.0,0.0,4.984890261895393,99.51181650366571,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.18676198358878,80.18676198358878,80.18676198358878,0.0,0.0,0.0,5.0186357380502615,100.09167002162124,0.0,0.0,0.0,0.0,4.984890261895393,99.25081569919494,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.18676198358878,80.18676198358878,80.18676198358878,0.0,0.0,0.0,5.041242038872551,101.06657456924488,0.0,0.0,0.0,0.0,4.984890261895393,99.25081569919494,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.18676198358878,80.18676198358878,80.18676198358878,0.0,0.0,0.0,5.041242038872551,99.69652709796496,0.0,0.0,0.0,0.0,5.023643336571004,99.51181650366571,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.18676198358878,80.18676198358878,80.18676198358878,0.0,0.0,0.0,4.9971329003132325,100.0302570178627,0.0,0.0,0.0,0.0,4.982728758950377,100.25339484632944,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.18676198358878,80.19309794266827,80.18676198358878,0.0,0.0,0.0,5.0186357380502615,101.13724968941656,0.0,0.0,0.0,0.0,4.9803101606066535,100.25339484632944,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.18676198358878,80.18676198358878,80.18676198358878,0.0,0.0,0.0,5.041242038872551,101.06657456924488,0.0,0.0,0.0,0.0,4.984890261895393,99.25081569919494,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.19309794266827,80.18676198358878,80.19309794266827,0.0,0.0,0.0,5.041242038872551,101.06657456924488,0.0,0.0,0.0,0.0,4.984890261895393,99.25081569919494,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.98265492735749,79.98265492735749,79.98265492735749,0.0,0.0,0.0,4.994839275609541,100.51402390111274,0.0,0.0,0.0,0.0,4.987750255137419,100.1951778057404,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.98265492735749,79.98265492735749,79.98265492735749,0.0,0.0,0.0,4.992689224104597,100.24553303828164,0.0,0.0,0.0,0.0,5.02182620293387,99.42360546430884,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.98265492735749,79.98265492735749,79.98265492735749,0.0,0.0,0.0,4.992689224104597,100.24553303828164,0.0,0.0,0.0,0.0,4.988248688531866,99.42360546430884,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.98265492735749,79.98265492735749,79.98265492735749,0.0,0.0,0.0,5.008653282017578,100.51402390111274,0.0,0.0,0.0,0.0,4.988248688531866,100.1951778057404,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.98265492735749,79.98265492735749,79.98265492735749,0.0,0.0,0.0,4.992689224104597,100.24553303828164,0.0,0.0,0.0,0.0,5.02182620293387,99.42360546430884,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.98265492735749,79.98265492735749,79.98265492735749,0.0,0.0,0.0,5.004093927102742,99.38697242462754,0.0,0.0,0.0,0.0,5.006710998194666,99.79208220589948,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.98265492735749,79.98265492735749,79.98265492735749,0.0,0.0,0.0,5.025683920286509,100.51402390111274,0.0,0.0,0.0,0.0,5.02182620293387,99.42360546430884,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.98265492735749,79.98265492735749,79.98265492735749,0.0,0.0,0.0,4.966540862812922,100.37242385198157,0.0,0.0,0.0,0.0,4.991599990803616,99.56161073130664,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.76919690060818,79.76919690060818,79.76919690060818,0.0,0.0,0.0,5.025683920286509,100.24553303828164,0.0,0.0,0.0,0.0,5.02182620293387,99.42360546430884,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.98265492735749,79.98265492735749,79.98265492735749,0.0,0.0,0.0,4.992689224104597,100.24553303828164,0.0,0.0,0.0,0.0,4.988248688531866,99.42360546430884,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.76919690060818,79.76919690060818,79.76919690060818,0.0,0.0,0.0,4.966540862812922,100.37242385198157,0.0,0.0,0.0,0.0,4.967462499812457,99.56161073130664,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.98265492735749,79.98265492735749,79.98265492735749,0.0,0.0,0.0,5.001614334345351,99.38697242462754,0.0,0.0,0.0,0.0,4.967462499812457,99.56161073130664,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.98265492735749,79.76919690060818,79.76919690060818,0.0,0.0,0.0,4.994839275609541,99.90352094656429,0.0,0.0,0.0,0.0,4.998315641349505,99.46058677272698,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.98265492735749,79.98265492735749,79.98265492735749,0.0,0.0,0.0,4.992689224104597,99.38697242462754,0.0,0.0,0.0,0.0,5.006710998194666,99.79208220589948,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.98265492735749,79.62481630962087,79.62481630962087,0.0,0.0,0.0,5.025683920286509,100.51402390111274,0.0,0.0,0.0,0.0,4.998315641349505,100.5818490334664,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.98265492735749,79.98265492735749,79.98265492735749,0.0,0.0,0.0,5.004093927102742,99.38697242462754,0.0,0.0,0.0,0.0,5.006710998194666,99.79208220589948,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.98265492735749,79.62481630962087,79.98265492735749,0.0,0.0,0.0,4.97390921295553,100.24553303828164,0.0,0.0,0.0,0.0,5.02182620293387,99.42360546430884,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.98265492735749,79.98265492735749,79.98265492735749,0.0,0.0,0.0,5.004093927102742,99.38697242462754,0.0,0.0,0.0,0.0,5.006710998194666,99.79208220589948,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.98265492735749,79.98265492735749,79.98265492735749,0.0,0.0,0.0,5.025683920286509,100.14761620964026,0.0,0.0,0.0,0.0,4.988248688531866,100.1951778057404,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.98265492735749,79.98265492735749,79.98265492735749,0.0,0.0,0.0,5.004093927102742,99.38697242462754,0.0,0.0,0.0,0.0,5.02182620293387,99.79208220589948,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.98265492735749,79.98265492735749,79.98265492735749,0.0,0.0,0.0,4.992689224104597,100.24553303828164,0.0,0.0,0.0,0.0,5.006710998194666,99.79208220589948,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8506652798864,79.8174007539658,79.8174007539658,0.0,0.0,0.0,5.026744737303814,100.074708767992,0.0,0.0,0.0,0.0,4.9980458464077335,99.9661691605952,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8174007539658,79.8174007539658,79.8174007539658,0.0,0.0,0.0,4.952865258281212,100.074708767992,0.0,0.0,0.0,0.0,5.027330559726331,99.83343289481704,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8174007539658,79.8506652798864,79.86384886160471,0.0,0.0,0.0,4.952865258281212,100.074708767992,0.0,0.0,0.0,0.0,5.027330559726331,99.83343289481704,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8174007539658,79.8174007539658,79.8174007539658,0.0,0.0,0.0,4.97498351248555,100.074708767992,0.0,0.0,0.0,0.0,5.027330559726331,99.4615539148874,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8174007539658,79.8174007539658,79.8174007539658,0.0,0.0,0.0,5.026744737303814,99.62032662318217,0.0,0.0,0.0,0.0,4.9980458464077335,100.15473757056328,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8174007539658,79.8174007539658,79.8506652798864,0.0,0.0,0.0,5.026744737303814,100.21086050636023,0.0,0.0,0.0,0.0,5.005173641500244,99.69303466553052,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8174007539658,79.8174007539658,79.8174007539658,0.0,0.0,0.0,5.02096044137716,98.94574365456468,0.0,0.0,0.0,0.0,5.027330559726331,99.69303466553052,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8174007539658,79.86384886160471,79.8174007539658,0.0,0.0,0.0,5.026744737303814,99.62032662318217,0.0,0.0,0.0,0.0,4.9980458464077335,100.15473757056328,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8174007539658,79.8174007539658,79.8506652798864,0.0,0.0,0.0,4.986562139309318,100.52937946408348,0.0,0.0,0.0,0.0,5.027755229727853,99.6347877868627,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8174007539658,79.8174007539658,79.8174007539658,0.0,0.0,0.0,5.026744737303814,99.62032662318217,0.0,0.0,0.0,0.0,4.990854418042834,100.15473757056328,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8174007539658,79.8506652798864,79.8174007539658,0.0,0.0,0.0,5.026744737303814,100.074708767992,0.0,0.0,0.0,0.0,5.027330559726331,99.83343289481704,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8174007539658,79.8174007539658,79.8174007539658,0.0,0.0,0.0,5.026744737303814,99.62032662318217,0.0,0.0,0.0,0.0,4.9980458464077335,99.9661691605952,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8174007539658,79.8174007539658,79.8174007539658,0.0,0.0,0.0,4.986562139309318,100.52937946408348,0.0,0.0,0.0,0.0,5.027755229727853,99.6347877868627,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8174007539658,79.8174007539658,79.86384886160471,0.0,0.0,0.0,4.97498351248555,100.074708767992,0.0,0.0,0.0,0.0,5.027330559726331,99.83343289481704,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8506652798864,79.8174007539658,79.8174007539658,0.0,0.0,0.0,5.026744737303814,99.62032662318217,0.0,0.0,0.0,0.0,5.010858073486047,99.6347877868627,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8174007539658,79.8506652798864,79.8174007539658,0.0,0.0,0.0,5.026744737303814,100.21086050636023,0.0,0.0,0.0,0.0,5.027330559726331,99.83343289481704,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8174007539658,79.8174007539658,79.8506652798864,0.0,0.0,0.0,4.952865258281212,100.074708767992,0.0,0.0,0.0,0.0,4.9980458464077335,100.15473757056328,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8506652798864,79.8174007539658,79.8174007539658,0.0,0.0,0.0,5.026744737303814,99.62032662318217,0.0,0.0,0.0,0.0,5.027330559726331,99.83343289481704,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8174007539658,79.8174007539658,79.8174007539658,0.0,0.0,0.0,4.97498351248555,100.074708767992,0.0,0.0,0.0,0.0,4.9980458464077335,100.15473757056328,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8174007539658,79.8174007539658,79.8174007539658,0.0,0.0,0.0,4.986562139309318,100.52937946408348,0.0,0.0,0.0,0.0,5.027755229727853,100.59443223672368,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.54719662894283,80.26078646940455,80.26078646940455,0.0,0.0,0.0,4.989424468775376,100.32874684377974,0.0,0.0,0.0,0.0,5.023627345903316,99.55043231130432,0.0
