ID,cam_1_Y.4,rob_2_vacuum.1,rob_2_supply.4,con_1.2,rob_2_4.1,rob_2_3.3,rob_2_supply.1,rob_2_1.2,rob_2_4.4,rob_2_maxVel.3,rob_2_2.2,cam_1_X3,rob_1_2,rob_1_maxVel,rob_2_4.2,EoL_5_X,rob_2_3.4,rob_2_maxVel.4,cam_1_X4,cam_3_X,rob_2_4.3,rob_1_supply,cam_3_Y,rob_2_supply.2,rob_1_3,rob_2_maxVel.1,EoL_4_Y,rob_2_3.2,rob_2_3.1,rob_2_2.4,rob_1_vacuum,EoL_4_X,con_3,cam_1_Y.2,cam_1_Y.3,rob_2_maxVel.2,cam_1_X2,rob_2_2.1,rob_2_1.4,rob_1_1,cam_2_Y,con_1.1,cam_1_Y.1,con_2,rob_2_1.1,rob_1_4,cam_1_X1,EoL_2_Y,rob_2_supply.3,con_1.4,rob_2_1.3,rob_2_2.3,EoL_2_X,con_1.3,EoL_6_Y,EoL_6_X,cam_2_X,EoL_3_Y,EoL_3_X,EoL_5_Y,EoL_1_Y,EoL_1_X
3,0.6484375,0,99.628010342908,345,0.0,0.0,99.847689805998,0.0,0.0,1.9792908220672,0.0,0.6484375,0.0,2.0157162591967,0.0,0.2109375,0.0,2.0005682068943,0.6484375,0.7578125,0.0,99.670048558707,0.734375,99.746807164331,0.0,1.9974268384603,0.21875,0.0,0.0,0.0,0,0.21875,95,0.625,0.640625,1.9806507191228,0.6328125,0.0,0.0,0.0,0.734375,345,0.6171875,527,0.0,0.0,0.6171875,0.640625,99.598601214362,345,0.0,0.0,0.6484375,345,0.2109375,0.21875,0.7578125,0.2109375,0.21875,0.2109375,0.734375,0.7578125
3,,0,99.628010342908,75.011176064732,1.7294201705117,-2.3774034345801,99.802223027558,-0.11948124509137,1.4842481919519,1.9896057333491,-0.64501843634816,,2.4793600104899,1.9951652938654,1.799824626552,,-2.1230822213811,1.9837176974333,,,1.2166100990724,99.670048558707,,99.890588694302,-0.61628497967887,1.985776871213,,-2.9498090047911,-2.3310935016816,0.13661746042889,0,,74.994543232886,,,1.9817135281015,,0.32559380020481,1.2391460223721,-2.0338726929492,,75.005494475597,,74.999655773654,2.4802192554813,-0.22142057938364,,,99.598601214362,75.000163425413,1.3676704327828,-0.83433329269259,,75.005411368646,,,,,,,,
3,,0,99.628010342908,0.011608859952279,4.2344959500736,-7.3572050039418,99.802223027558,1.2951552879297,4.6320833222977,2.0113857356781,-3.4804230306809,,6.2846663808504,2.0036151334374,4.7068113501681,,-6.9884386252998,1.9829582153473,,,3.7184284383714,99.670048558707,,99.890588694302,2.532126527729,1.985776871213,,-9.1643736594248,-6.6127731849198,-2.3606216757271,0,,0.0037153067484636,,,2.0031589062974,,-1.9464858142068,3.4787873949107,-4.8661574721319,,0.0078603618401298,,0.0080047828628314,6.9639872324552,-2.8900766924315,,,99.868241102626,0.0096699951745659,3.9236932419669,-5.374540932678,,0.011435926431055,,,,,,,,
3,,0,99.628010342908,,2.0615476816664,-6.2965343205048,99.873530478869,2.4117186798726,3.8483582628116,2.0113857356781,-7.6938114765508,,6.2138963610821,1.9951652938654,4.3278419882664,,-7.2755590345588,1.9933666506181,,,2.8518570525043,99.581553246105,,99.890588694302,4.5886941416238,1.9841225498299,,-9.4983174193123,-6.325814707797,-5.2832301938974,0,,,,,2.0055985428231,,-4.6831820172384,4.7112657775371,-4.1967987115741,,,,,7.8503294749556,-4.1596896324523,,,99.868241102626,,4.8457626213777,-8.4793596808631,,,,,,,,,,
3,,0,99.628010342908,,0.053309802932846,-3.5989881958806,99.873530478869,3.4187596917446,2.4889916426738,2.0145237981129,-10.626792423538,,5.0657607656689,1.9885595208305,3.4936651343389,,-5.8749225311144,1.9683873447013,,,1.6258570491497,99.581553246105,,99.890588694302,6.2426064152311,2.0142937250085,,-6.6733130032333,-4.7297548514082,-7.9299013287138,0,,,,,2.0058649371644,,-7.1357333877805,5.5512068217785,-2.9533213772059,,,,,7.7473049373687,-5.1023240514421,,,99.868241102626,,5.42780970611,-9.7389919396512,,,,,,,,,,
3,,0,99.628010342908,,-1.439034428847,-1.0247343660742,99.873530478869,4.2776929473637,1.1150717989483,1.9896057333491,-10.475224904313,,3.3237650428188,1.9951652938654,2.4904334402974,,-3.422542709405,2.0332348992103,,,0.42328513614095,99.581553246105,,99.890588694302,7.2000623681593,1.9872491657818,,-2.9232865517829,-2.3586238947659,-9.2364060002841,0,,,,,1.9817135281015,,-8.6481941198856,6.0202338647191,-1.6488335826942,,,,,7.3273659459768,-5.7031374984171,,,99.868241102626,,5.7649172304397,-9.3977104013144,,,,,,,,,,
3,,0,99.786212634479,,-1.8046495542723,3.7411364096747,99.947941059788,4.6055789940113,-0.23872722991564,1.9896057333491,-8.5024539477363,,1.0212122835217,1.9951652938654,1.3401186913384,,-0.83460914034601,2.0332348992103,,,-2.3245705408195,99.581553246105,,99.890588694302,5.0376231549404,1.985776871213,,-0.10237717725397,0.27242378573056,-8.4851022124251,0,,,,,2.0057162139619,,-4.3530393709303,5.7549067876248,-0.211426034736,,,,,3.4603473718075,-4.0703120162038,,,99.868241102626,,4.3675792499269,-6.2715592366588,,,,,,,,,,
3,,0,99.786212634479,,-1.1179393533951,0.0,99.947941059788,3.0033144604323,-2.599585368268,1.9896057333491,-4.3935641379894,,-2.6488865701443,1.9951652938654,-1.9621606270824,,3.8307513695081,2.0332348992103,,,0.0,99.581553246105,,99.890588694302,2.0473745982482,1.9780242387472,,4.0757433300608,1.927655721675,-4.3707047079262,0,,,,,2.0057162139619,,-1.1809417393816,3.191290286871,2.0023952251978,,,,,0.86950273415345,-1.7234969737666,,,99.868241102626,,0.0,0.0,,,,,,,,,,
3,,0,99.786212634479,,-3.6118275383624,-1.7001918772802,99.947941059788,0.0,0.0,1.9896057333491,0.0,,0.0,1.9951652938654,0.0,,0.0,2.0332348992103,,,1.545031407314,99.581553246105,,99.890588694302,0.0,1.9780242387472,,0.0,5.5827566797983,0.0,0,,,,,2.0057162139619,,-4.1965924157652,0.0,0.0,,,,,3.125051639311,0.0,,,99.868241102626,,-1.3569474479538,1.806037806863,,,,,,,,,,
3,,0,99.786212634479,,0.0,-5.2497817308685,99.947941059788,-1.5811014046116,1.8606982555652,1.9686579932112,2.0756755575487,,1.4202555753782,2.0134647799236,1.8179208723905,,-2.1242956324538,2.0332348992103,,,4.0416453166404,99.975831899729,,99.890588694302,-1.3864041772619,1.9780242387472,,-1.9868557979903,0.0,2.1641469056271,90.145880458437,,,,,2.0057162139619,,0.0,-1.6343592288773,-1.4453967118394,,,,,0.0,1.1999974499486,,,99.664011484865,,-3.2371183442513,4.191748188466,,,,,,,,,,
