assembly,cam 1,cam 2,cam 3,pick 1,place 1,pick 2,place 2,cam EoL
4,0.0,0.0,0.0,0.0,0.0,0.0,57.049999999998896,0.0
4,0.0,0.0,0.0,0.0,0.0,57.049999999998896,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.79999999999885
7,58.6999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,59.59999999999875,0.0
4,0.0,0.0,0.0,0.0,0.0,59.59999999999875,0.0,0.0
7,0.0,0.0,0.0,59.99999999999873,0.0,0.0,0.0,0.0
8,60.749999999998685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,61.34999999999865,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,62.149999999998606,0.0
5,0.0,0.0,0.0,0.0,0.0,62.149999999998606,0.0,0.0
8,62.74999999999857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,63.59999999999852,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,63.64999999999852,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,64.69999999999847,0.0
5,0.0,0.0,0.0,0.0,0.0,64.69999999999847,0.0,0.0
8,64.74999999999847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.7999999999984
8,66.74999999999835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,67.14999999999833,0.0
5,0.0,0.0,0.0,0.0,0.0,67.14999999999833,0.0,0.0
8,0.0,0.0,0.0,67.99999999999828,0.0,0.0,0.0,0.0
9,68.79999999999824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,69.3499999999982,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,69.69999999999818,0.0
5,0.0,0.0,0.0,0.0,0.0,69.69999999999818,0.0,0.0
9,70.79999999999812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,71.64999999999807,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,71.69999999999807,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,72.34999999999803,0.0
6,0.0,0.0,0.0,0.0,0.0,72.34999999999803,0.0,0.0
9,72.79999999999801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.84999999999795
9,74.7999999999979,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,74.84999999999789,0.0
6,0.0,0.0,0.0,0.0,0.0,74.84999999999789,0.0,0.0
9,0.0,0.0,0.0,75.99999999999783,0.0,0.0,0.0,0.0
10,76.84999999999778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,77.34999999999775,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,77.39999999999775,0.0
6,0.0,0.0,0.0,0.0,0.0,77.39999999999775,0.0,0.0
10,78.84999999999766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,79.69999999999762,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,79.74999999999761,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,80.0499999999976,0.0
6,0.0,0.0,0.0,0.0,0.0,80.0499999999976,0.0,0.0
10,80.84999999999755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.89999999999749
6,0.0,0.0,0.0,0.0,0.0,0.0,82.64999999999745,0.0
7,0.0,0.0,0.0,0.0,0.0,82.64999999999745,0.0,0.0
10,82.84999999999744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,84.04999999999737,0.0,0.0,0.0,0.0
11,84.89999999999732,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,85.1999999999973,0.0
7,0.0,0.0,0.0,0.0,0.0,85.1999999999973,0.0,0.0
10,0.0,0.0,0.0,0.0,85.39999999999729,0.0,0.0,0.0
11,86.8999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,87.74999999999716,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,87.79999999999715,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,87.99999999999714,0.0
7,0.0,0.0,0.0,0.0,0.0,87.99999999999714,0.0,0.0
11,88.89999999999709,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.94999999999703
7,0.0,0.0,0.0,0.0,0.0,0.0,90.549999999997,0.0
7,0.0,0.0,0.0,0.0,0.0,90.549999999997,0.0,0.0
11,90.89999999999698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,92.04999999999691,0.0,0.0,0.0,0.0
12,92.94999999999686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,93.19999999999683,0.0
8,0.0,0.0,0.0,0.0,0.0,93.19999999999683,0.0,0.0
11,0.0,0.0,0.0,0.0,93.39999999999684,0.0,0.0,0.0
12,94.94999999999676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,95.7999999999967,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,95.8499999999967,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,96.04999999999669,0.0
8,0.0,0.0,0.0,0.0,0.0,96.04999999999669,0.0,0.0
12,96.94999999999663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.99999999999658
8,0.0,0.0,0.0,0.0,0.0,0.0,98.59999999999654,0.0
8,0.0,0.0,0.0,0.0,0.0,98.59999999999654,0.0,0.0
12,98.94999999999652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,100.09999999999646,0.0,0.0,0.0,0.0
