assembly,cam 1,cam 2,cam 3,pick 1,place 1,pick 2,place 2,cam EoL
6,0.0,0.0,0.0,0.0,0.0,65.34999999999843,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.7999999999984
6,0.0,0.0,0.0,0.0,0.0,0.0,66.74999999999835,0.0
8,66.74999999999835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,67.34999999999832,0.0,0.0
8,0.0,0.0,0.0,67.99999999999828,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,68.74999999999824,0.0
9,68.79999999999824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,69.3499999999982,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,69.3999999999982,0.0,0.0
9,70.79999999999812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,71.1499999999981,0.0
7,0.0,0.0,0.0,0.0,0.0,71.39999999999809,0.0,0.0
9,0.0,71.64999999999807,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,71.69999999999807,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,72.79999999999801,0.0
9,72.79999999999801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,73.39999999999797,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.84999999999795
7,0.0,0.0,0.0,0.0,0.0,0.0,74.7999999999979,0.0
9,74.7999999999979,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,75.39999999999786,0.0,0.0
9,0.0,0.0,0.0,75.99999999999783,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,76.79999999999778,0.0
10,76.84999999999778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,77.34999999999775,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,77.44999999999774,0.0,0.0
10,78.84999999999766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,79.19999999999764,0.0
8,0.0,0.0,0.0,0.0,0.0,79.39999999999763,0.0,0.0
10,0.0,79.69999999999762,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,79.74999999999761,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,80.79999999999755,0.0
10,80.84999999999755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,81.39999999999752,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.89999999999749
8,0.0,0.0,0.0,0.0,0.0,0.0,82.79999999999744,0.0
10,82.84999999999744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,83.3999999999974,0.0,0.0
10,0.0,0.0,0.0,84.04999999999737,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,84.79999999999733,0.0
11,84.89999999999732,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,85.39999999999729,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,85.44999999999729,0.0,0.0
11,86.8999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,87.24999999999719,0.0
9,0.0,0.0,0.0,0.0,0.0,87.44999999999717,0.0,0.0
11,0.0,87.74999999999716,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,87.79999999999715,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,88.8499999999971,0.0
11,88.89999999999709,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,89.44999999999706,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.94999999999703
9,0.0,0.0,0.0,0.0,0.0,0.0,90.84999999999698,0.0
11,90.89999999999698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,91.44999999999696,0.0,0.0
11,0.0,0.0,0.0,92.04999999999691,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,92.84999999999688,0.0
12,92.94999999999686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,93.39999999999684,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,93.49999999999685,0.0,0.0
12,94.94999999999676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,95.29999999999671,0.0
10,0.0,0.0,0.0,0.0,0.0,95.49999999999672,0.0,0.0
12,0.0,95.7999999999967,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,95.8499999999967,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,96.89999999999664,0.0
12,96.94999999999663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,97.4999999999966,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.99999999999658
10,0.0,0.0,0.0,0.0,0.0,0.0,98.89999999999652,0.0
12,98.94999999999652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,99.49999999999648,0.0,0.0
12,0.0,0.0,0.0,100.09999999999646,0.0,0.0,0.0,0.0
