size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3,max_Vel_2-1.4_4,size_1-1.5_5,feeder_3-1.6_6,gripper_1-1.7_7,max_Vel_2-1.8_8,size_1-2.9_9,feeder_3-2.10_10,gripper_1-2.11_11,max_Vel_2-2.12_12,size_1-2.13_13,feeder_3-2.14_14,gripper_1-2.15_15,max_Vel_2-2.16_16,size_1-3.17_17,feeder_3-3.18_18,gripper_1-3.19_19,max_Vel_2-3.20_20,size_1-3.21_21,feeder_3-3.22_22,gripper_1-3.23_23,max_Vel_2-3.24_24,size_1-4.25_25,feeder_3-4.26_26
"['cam_1_Y', 'EoL_6_Y']","['EoL_5_Y', 'cam_3_Y', 'EoL_2_Y']","['EoL_4_Y', 'EoL_2_X']",['EoL_6_X'],"['EoL_4_X', 'EoL_4_Y']","['EoL_6_Y', 'EoL_2_X']","['EoL_4_Y', 'EoL_3_X']","['rob_2_maxVel', 'EoL_6_Y']","['EoL_4_Y', 'EoL_5_X']","['EoL_5_Y', 'EoL_5_X']","['EoL_6_X', 'EoL_5_Y']",['rob_2_maxVel'],"['EoL_4_X', 'EoL_5_Y']","['EoL_6_X', 'EoL_3_X']","['EoL_2_X', 'EoL_4_X']",['rob_2_maxVel'],"['EoL_6_Y', 'EoL_5_X']","['EoL_4_Y', 'EoL_6_Y']","['EoL_5_Y', 'EoL_4_Y', 'EoL_1_Y']",['rob_2_maxVel'],"['cam_1_Y', 'EoL_1_Y']","['cam_3_Y', 'EoL_4_Y', 'EoL_5_Y']","['EoL_4_Y', 'EoL_1_Y']","['rob_2_maxVel', 'EoL_6_X']","['EoL_5_X', 'EoL_4_X', 'EoL_5_Y']","['EoL_6_X', 'EoL_3_X']"
