size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3,max_Vel_2-1.4_4,size_1-1.5_5,feeder_3-1.6_6
"['rob_1_maxVel', 'rob_1_2', 'cam_2_Y']","['cam_3_X', 'rob_1_maxVel', 'con_2']","['rob_1_maxVel', 'con_2', 'rob_1_2']","['rob_1_maxVel', 'con_2', 'rob_1_2']","['rob_1_maxVel', 'rob_1_2', 'cam_2_Y']","['cam_3_X', 'rob_1_maxVel', 'con_2']"
