size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3
"['cam_1_Y', 'EoL_6_Y']","['EoL_5_Y', 'cam_3_Y', 'EoL_2_Y']","['EoL_4_Y', 'EoL_2_X']"
