size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3,max_Vel_2-1.4_4,size_1-1.5_5,feeder_3-1.6_6,gripper_1-1.7_7,max_Vel_2-1.8_8,size_1-2.9_9,feeder_3-2.10_10,gripper_1-2.11_11
"['rob_1_1', 'EoL_5_Y', 'rob_2_maxVel']","['cam_3_X', 'EoL_2_Y', 'EoL_5_Y']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_2']","['rob_2_maxVel', 'rob_1_maxVel', 'rob_1_3']","['rob_1_1', 'EoL_5_Y', 'rob_2_maxVel']","['cam_3_X', 'EoL_2_Y', 'EoL_5_Y']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_2']","['rob_2_maxVel', 'rob_1_maxVel', 'rob_1_3']","['rob_1_1', 'EoL_5_Y', 'EoL_5_X']","['cam_3_X', 'EoL_2_Y', 'EoL_5_Y']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_2']"
