size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3,max_Vel_2-1.4_4
"['EoL_5_X', 'con_2', 'cam_1_X']","['EoL_5_X', 'cam_2_X', 'cam_1_X']","['EoL_5_X', 'con_2', 'con_1']","['EoL_5_X', 'con_2', 'con_1']"
