size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3,max_Vel_2-1.4_4,size_1-1.5_5,feeder_3-1.6_6,gripper_1-1.7_7,max_Vel_2-1.8_8,size_1-2.9_9,feeder_3-2.10_10,gripper_1-2.11_11,max_Vel_2-2.12_12,size_1-2.13_13,feeder_3-2.14_14,gripper_1-2.15_15,max_Vel_2-2.16_16,size_1-3.17_17,feeder_3-3.18_18,gripper_1-3.19_19,max_Vel_2-3.20_20,size_1-3.21_21,feeder_3-3.22_22,gripper_1-3.23_23,max_Vel_2-3.24_24,size_1-4.25_25,feeder_3-4.26_26,gripper_1-4.27_27,max_Vel_2-4.28_28,size_1-4.29_29,feeder_3-4.30_30,gripper_1-4.31_31,max_Vel_2-4.32_32,size_1-5.33_33,feeder_3-5.34_34,gripper_1-5.35_35,max_Vel_2-5.36_36,size_1-5.37_37
"['EoL_5_X', 'con_2', 'cam_1_X']","['EoL_5_X', 'cam_2_X', 'cam_1_X']","['EoL_5_X', 'con_2', 'con_1']","['EoL_5_X', 'con_2', 'con_1']","['EoL_5_X', 'cam_1_X', 'cam_2_X']","['EoL_5_X', 'con_2', 'cam_1_X']","['EoL_5_X', 'con_2', 'cam_1_X']","['EoL_5_X', 'con_2', 'con_1']","['EoL_5_X', 'cam_1_X', 'cam_2_X']","['EoL_5_X', 'con_2', 'cam_2_Y']","['EoL_5_X', 'cam_1_X', 'cam_2_X']","['con_2', 'EoL_5_X', 'cam_1_X']","['EoL_5_X', 'con_2', 'con_1']","['EoL_5_X', 'con_2', 'cam_2_Y']","['EoL_5_X', 'cam_1_X', 'cam_2_X']","['EoL_5_X', 'con_2', 'con_1']","['EoL_5_X', 'con_2', 'cam_1_X']","['EoL_5_X', 'con_2', 'cam_2_Y']","['EoL_5_X', 'con_2', 'cam_1_X']","['con_2', 'con_1', 'EoL_5_X']","['EoL_5_X', 'cam_1_X', 'cam_2_X']","['EoL_5_X', 'con_2', 'con_1']","['EoL_5_X', 'con_2', 'cam_1_X']","['EoL_5_X', 'con_2', 'con_1']","['EoL_5_X', 'con_2', 'cam_1_X']","['EoL_5_X', 'cam_2_Y', 'cam_1_X']","['EoL_5_X', 'con_2', 'cam_1_X']","['EoL_5_X', 'con_2', 'con_1']","['EoL_5_X', 'con_2', 'cam_1_X']","['EoL_5_X', 'con_2', 'con_1']","['EoL_5_X', 'con_2', 'con_1']","['EoL_5_X', 'con_2', 'con_1']","['EoL_5_X', 'cam_1_X', 'cam_2_X']","['EoL_5_X', 'con_2', 'cam_1_X']","['EoL_5_X', 'cam_1_X', 'cam_2_X']","['EoL_5_X', 'con_2', 'con_1']","['EoL_5_X', 'con_2', 'cam_1_X']"
