size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3
"['rob_1_1', 'EoL_5_Y', 'rob_2_maxVel']","['cam_3_X', 'EoL_2_Y', 'EoL_5_Y']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_2']"
