ID,EoL_3_Y,cam_1_Y.4,con_1.1,cam_1_X3,con_1.2,cam_1_Y.3,EoL_4_Y,EoL_2_Y,rob_2_maxVel.3,rob_2_maxVel.4,rob_2_supply.1,con_1.3,EoL_3_X,EoL_5_X,cam_2_X,cam_1_Y.2,rob_2_maxVel.1,cam_2_Y,rob_2_maxVel.2,cam_3_Y,cam_1_X1,con_2,rob_2_supply.2,rob_2_vacuum.1,rob_2_supply.4,rob_2_supply.3,cam_1_X4,EoL_1_X,cam_3_X,EoL_6_X,cam_1_X2,EoL_6_Y,EoL_2_X,cam_1_Y.1,con_1.4,EoL_5_Y,EoL_1_Y,EoL_4_X
2,,0.640625,345,0.6171875,345,0.6171875,,,1.9725224456294,1.9725224456294,99.826771646069,345,,,0.7734375,0.625,1.9725224456294,0.7734375,1.9725224456294,0.7734375,0.6328125,527,99.826771646069,89.641725715617,99.826771646069,99.826771646069,0.6171875,0.7734375,0.7734375,,0.6328125,,,0.6171875,345,,0.7734375,
2,,,75.001678019313,,75.004449874948,,,,1.9725224456294,1.9725224456294,99.826771646069,74.999387445323,,,,,1.9725224456294,,1.9725224456294,,,74.996592832516,99.826771646069,89.641725715617,99.826771646069,99.826771646069,,,,,,,,,74.995914293089,,,
2,,,0.0072998915286457,,0.011225356390981,,,,1.9725224456294,1.9725224456294,99.826771646069,0.011092088760093,,,,,1.9725224456294,,1.9725224456294,,,0.0083784981277117,99.826771646069,89.641725715617,99.826771646069,99.826771646069,,,,,,,,,0.0096996317573914,,,
2,,,,,,,,,1.9725224456294,1.9725224456294,99.826771646069,,,,,,1.9725224456294,,1.9725224456294,,,,99.826771646069,89.641725715617,99.826771646069,99.826771646069,,,,,,,,,,,,
2,,,,,,,,,1.9725224456294,1.9725224456294,99.826771646069,,,,,,1.9725224456294,,1.9725224456294,,,,99.826771646069,89.641725715617,99.826771646069,99.826771646069,,,,,,,,,,,,
2,,,,,,,,,1.9725224456294,1.9725224456294,99.826771646069,,,,,,1.9725224456294,,1.9725224456294,,,,99.826771646069,89.641725715617,99.826771646069,99.826771646069,,,,,,,,,,,,
2,,,,,,,,,1.9725224456294,1.9725224456294,99.826771646069,,,,,,1.9725224456294,,1.9725224456294,,,,99.826771646069,89.641725715617,99.826771646069,99.826771646069,,,,,,,,,,,,
2,,,,,,,,,1.9725224456294,1.9725224456294,99.826771646069,,,,,,1.9725224456294,,1.9725224456294,,,,99.826771646069,89.641725715617,99.826771646069,99.826771646069,,,,,,,,,,,,
2,,,,,,,,,1.9725224456294,1.9725224456294,99.826771646069,,,,,,1.9725224456294,,1.9725224456294,,,,99.826771646069,89.641725715617,99.826771646069,99.826771646069,,,,,,,,,,,,
2,,,,,,,,,1.9725224456294,1.9725224456294,99.826771646069,,,,,,1.9725224456294,,1.9725224456294,,,,99.826771646069,89.641725715617,99.826771646069,99.826771646069,,,,,,,,,,,,
