cam_1_X,cam_1_Y,cam_2_X,cam_2_Y,cam_3_X,cam_3_Y,EoL_3_X,EoL_4_X,EoL_5_X,EoL_6_X,EoL_3_Y,EoL_4_Y,EoL_5_Y,EoL_6_Y,EoL_1_X,EoL_1_Y,EoL_2_X,EoL_2_Y,con_1,con_2,con_3,rob_1_1,rob_1_2,rob_1_4,rob_1_maxVel,rob_1_gripper,rob_1_3,rob_2_1,rob_2_2,rob_2_4,rob_2_maxVel,rob_2_gripper,rob_2_3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.5541644581551,75.38275240541401,78.92813246182527,0.0,0.0,0.0,5.034705475344147,98.13806174054352,0.0,0.0,0.0,0.0,5.049773126408469,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.54434889316077,75.37754826417284,78.9200635404403,0.0,0.0,0.0,5.032376943249392,98.02357229070792,0.0,0.0,0.0,0.0,5.049376170882176,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.53453264425166,75.37237685376306,78.91197271991884,0.0,0.0,-1.2490009027033013e-15,5.029920634151249,98.00466238822972,0.0,0.0,0.0,-1.2490009027033013e-15,5.048784350167237,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.52471586280643,75.36723825393418,78.90386012503134,0.0,0.0,0.0,5.027346241979549,98.08318306611652,0.0,0.0,0.0,0.0,5.047999999909638,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.51489870021204,75.36213254392977,78.89572588088406,0.0,0.0,0.0,5.024663926684065,98.25144817333104,0.0,0.0,0.0,0.0,5.047026215581509,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.50508130786126,75.3570598024862,78.8875701129171,0.0,0.0,0.0,5.021884274137835,98.49298674880714,0.0,0.0,0.0,0.0,5.045866840264715,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.49526383715042,75.35202010783144,78.8793929469025,0.0,0.0,0.0,5.019018254359557,98.78415531387904,0.0,0.0,0.0,0.0,5.0445264494839614,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.48544643947707,75.34701353768378,78.87119450894227,0.0,0.0,0.0,5.016077178219937,99.09645226070684,0.0,0.0,0.0,0.0,5.043010333149296,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.47562926623763,75.34204016925074,78.86297492546645,0.0,0.0,0.0,5.013072652802846,99.39930778823422,0.0,0.0,0.0,0.0,5.04132447467924,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.46581246882506,75.3371000792278,78.8547343232312,0.0,0.0,0.0,5.010016535597469,99.66307628730829,0.0,0.0,0.0,0.0,5.039475527386983,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.45599619862651,75.33219334379729,78.84647282931681,0.0,0.0,0.0,5.006920887702209,99.86193825945648,0.0,0.0,0.0,0.0,5.037470788222783,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.446180607021,75.32732003862711,78.83819057112572,0.0,0.0,0.0,5.003797926225041,99.97642770929208,0.0,0.0,0.0,0.0,5.035318168976242,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.43636584537713,75.32248023886967,78.82988767638061,0.0,0.0,0.0,5.00065997606817,99.99533761177028,0.0,0.0,0.0,0.0,5.033026165052089,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.42655206505061,75.31767401916068,78.82156427312238,0.0,0.0,0.0,4.997519421287272,99.91681693388348,0.0,0.0,0.0,0.0,5.030603821942695,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.41673941738213,75.31290145361797,78.81322048970819,0.0,0.0,0.0,4.994388656217286,99.74855182666896,0.0,0.0,0.0,0.0,5.028060699529648,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.40692805369484,75.30816261584042,78.80485645480952,0.0,0.0,0.0,4.9912800365576295,99.50701325119286,0.0,0.0,0.0,0.0,5.025406834355272,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.39711812529208,75.30345757890676,78.79647229741015,0.0,0.0,0.0,4.988205830609909,99.21584468612096,0.0,0.0,0.0,0.0,5.022652700012976,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.38730978345511,75.29878641537448,78.78806814680414,0.0,0.0,0.0,4.985178170860527,98.90354773929316,0.0,0.0,0.0,0.0,5.019809165812761,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.37750317944068,75.29414919727871,78.77964413259387,0.0,0.0,0.0,4.982209006099309,98.60069221176578,0.0,0.0,0.0,0.0,5.016887453885031,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.36769846447875,75.28954599613108,78.7712003846881,0.0,0.0,0.0,4.9793100542630855,98.33692371269171,0.0,0.0,0.0,0.0,5.01389909489196,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.35789578977017,75.28497688291867,78.76273703329984,0.0,0.0,0.0,4.976492756190348,98.13806174054352,0.0,0.0,0.0,0.0,5.010855882521244,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.3480953064843,75.28044192810282,78.75425420894445,0.0,0.0,0.0,4.9737682304694895,98.02357229070792,0.0,0.0,0.0,0.0,5.0077698269417965,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.33829716575673,75.27594120161817,78.74575204243757,0.0,0.0,0.0,4.971147229558812,98.00466238822972,0.0,0.0,0.0,0.0,5.004653107405106,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.32850151868689,75.27147477287149,78.73723066489313,0.0,0.0,0.0,4.968640097351488,98.08318306611652,0.0,0.0,0.0,0.0,5.001518024179291,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.31870851633579,75.26704271074061,78.72869020772131,0.0,0.0,0.0,4.966256728352943,98.25144817333104,0.0,0.0,0.0,0.0,4.99837695000556,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.30891830972362,75.26264508357345,78.72013080262651,0.0,0.0,0.0,4.964006528631753,98.49298674880714,0.0,0.0,0.0,0.0,4.995242281268655,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.29913104982751,75.25828195918683,78.71155258160539,0.0,0.0,0.0,4.961898378698201,98.78415531387904,0.0,0.0,0.0,0.0,4.992126389073988,0,0.0
