cam_1_X,cam_1_Y,cam_2_X,cam_2_Y,cam_3_X,cam_3_Y,EoL_3_X,EoL_4_X,EoL_5_X,EoL_6_X,EoL_3_Y,EoL_4_Y,EoL_5_Y,EoL_6_Y,EoL_1_X,EoL_1_Y,EoL_2_X,EoL_2_Y,con_1,con_2,con_3,rob_1_1,rob_1_2,rob_1_4,rob_1_maxVel,rob_1_gripper,rob_1_3,rob_2_1,rob_2_2,rob_2_4,rob_2_maxVel,rob_2_gripper,rob_2_3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.73448183994068,78.02434221717081,78.56151521230423,0.0,0.0,0.0,5.034705475344147,98.13806174054352,0.0,0.0,0.0,0.0,5.025317600188054,99.99546252816936,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.74383361178315,78.0339372648675,78.55261852058463,0.0,0.0,0.0,5.032376943249392,98.02357229070792,0.0,0.0,0.0,0.0,5.02797493932788,99.9173368052943,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.75319704464674,78.04352407859106,78.5437055961853,0.0,0.0,-1.2490009027033013e-15,5.029920634151249,98.00466238822972,0.0,0.0,0.0,-1.2490009027033013e-15,5.030521874162712,99.74941576445566,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.76257199413573,78.05310251050096,78.53477657655456,0.0,0.0,0.0,5.027346241979549,98.08318306611652,0.0,0.0,0.0,0.0,5.032948353104342,99.50813668710543,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.77195831567681,78.06267241288593,78.52583159938894,0.0,0.0,0.0,5.024663926684065,98.25144817333104,0.0,0.0,0.0,0.0,5.0352447999489405,99.21711765042488,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.78135586452132,78.07223363816622,78.51687080263102,0.0,0.0,0.0,5.021884274137835,98.49298674880714,0.0,0.0,0.0,0.0,5.037402151669957,98.9048456253731,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.79076449574738,78.08178603889594,78.5078943244674,0.0,0.0,0.0,5.019018254359557,98.78415531387904,0.0,0.0,0.0,0.0,5.039411894185751,98.60188797348933,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.80018406426228,78.09132946776522,78.49890230332647,0.0,0.0,0.0,5.016077178219937,99.09645226070684,0.0,0.0,0.0,0.0,5.041266095960775,98.33790030056996,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.80961442480464,78.10086377760261,78.48989487787634,0.0,0.0,0.0,5.013072652802846,99.39930778823422,0.0,0.0,0.0,0.0,5.042957439307727,98.13872355935072,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.81905543194661,78.11038882137724,78.48087218702263,0.0,0.0,0.0,5.010016535597469,99.66307628730829,0.0,0.0,0.0,0.0,5.04447924926712,98.02385455700804,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.82850694009618,78.11990445220117,78.47183436990639,0.0,0.0,0.0,5.006920887702209,99.86193825945648,0.0,0.0,0.0,0.0,5.045825519950291,98.00453747183064,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.83796880349942,78.12941052333157,78.46278156590195,0.0,0.0,0.0,5.003797926225041,99.97642770929208,0.0,0.0,0.0,0.0,5.0469909382419065,98.0826631947057,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.84744087624267,78.1389068881731,78.45371391461474,0.0,0.0,0.0,5.00065997606817,99.99533761177028,0.0,0.0,0.0,0.0,5.047970904768399,98.25058423554434,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.85692301225487,78.14839340028003,78.44463155587918,0.0,0.0,0.0,4.997519421287272,99.91681693388348,0.0,0.0,0.0,0.0,5.0487615520495925,98.49186331289457,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.86641506530974,78.15786991335864,78.43553462975646,0.0,0.0,0.0,4.994388656217286,99.74855182666896,0.0,0.0,0.0,0.0,5.04935975976188,98.78288234957512,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.87591688902809,78.16733628126936,78.42642327653243,0.0,0.0,0.0,4.9912800365576295,99.50701325119286,0.0,0.0,0.0,0.0,5.049763167052717,99.0951543746269,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.88542833688004,78.17679235802909,78.41729763671545,0.0,0.0,0.0,4.988205830609909,99.21584468612096,0.0,0.0,0.0,0.0,5.049970181857826,99.3981120265107,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.8949492621873,78.18623799781342,78.40815785103415,0.0,0.0,0.0,4.985178170860527,98.90354773929316,0.0,0.0,0.0,0.0,5.049979987184346,99.66209969943004,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.90447951812541,78.19567305495892,78.39900406043535,0.0,0.0,0.0,4.982209006099309,98.60069221176578,0.0,0.0,0.0,0.0,5.0497925443351335,99.86127644064928,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.91401895772604,78.20509738396531,78.38983640608181,0.0,0.0,0.0,4.9793100542630855,98.33692371269171,0.0,0.0,0.0,0.0,5.0494085930614805,99.97614544299196,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.92356743387926,78.21451083949779,78.38065502935011,0.0,0.0,0.0,4.976492756190348,98.13806174054352,0.0,0.0,0.0,0.0,5.048829648643652,99.99546252816936,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.9331247993357,78.22391327638925,78.37146007182844,0.0,0.0,0.0,4.9737682304694895,98.02357229070792,0.0,0.0,0.0,0.0,5.048057995910772,99.9173368052943,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.94269090670902,78.23330454964245,78.36225167531441,0.0,0.0,0.0,4.971147229558812,98.00466238822972,0.0,0.0,0.0,0.0,5.047096680223642,99.74941576445566,0.0
