ID,EoL_3_Y,cam_1_Y.4,rob_1_2,con_1.1,cam_1_X3,rob_1_3,con_1.2,cam_1_Y.3,EoL_4_Y,EoL_2_Y,rob_1_supply,con_1.3,EoL_3_X,EoL_5_X,con_3,cam_1_Y.2,rob_1_1,cam_2_Y,cam_3_Y,cam_1_X1,con_2,rob_1_vacuum,rob_1_maxVel,rob_1_4,cam_2_X,cam_1_X4,EoL_1_X,EoL_6_X,EoL_6_Y,cam_1_X2,EoL_2_X,con_1.4,cam_1_Y.1,cam_3_X,EoL_5_Y,EoL_1_Y,EoL_4_X
2,,0.5,0.0,345,0.5234375,0.0,345,0.515625,,0.6484375,99.800969380893,345,,,95,0.5078125,0.0,0.78125,0.78125,0.5078125,527,0,1.9977926301546,0.0,0.7578125,0.4921875,0.7578125,,,0.5078125,0.6328125,345,0.4921875,0.7578125,,0.7890625,
2,,,2.4850636594505,75.002175856522,,-0.57305498485374,75.006288906814,,,,99.51526562705,75.002525506311,,,74.989496641903,,-2.0292230732721,,,,75.000461920062,0,2.0141325351717,-0.17661614869915,,,,,,,,74.998506528494,,,,,
2,,,6.2716636469137,0.0067697406484727,,2.6032524162055,0.010644756051573,,,,99.51526562705,0.010593175452387,,,0.0033874830013882,,-4.8400124363582,,,,0.0081800609847107,0,2.0141325351717,-2.7800297604473,,,,,,,,0.009498669280431,,,,,
2,,,6.1687842739621,,,4.6209248316288,,,,,99.51526562705,,,,,,-4.2061516818694,,,,,0,1.9776029483168,-4.0263749753015,,,,,,,,,,,,,
2,,,5.0125863022673,,,6.2229067004425,,,,,99.543455301187,,,,,,-3.0150137509337,,,,,0,2.0141325351717,-4.9736100192319,,,,,,,,,,,,,
2,,,3.2861483752021,,,7.1309381738338,,,,,99.543455301187,,,,,,-1.7466815168547,,,,,0,1.9776029483168,-5.5958760055613,,,,,,,,,,,,,
2,,,1.0416040918226,,,5.1666161807589,,,,,99.543455301187,,,,,,-0.33644101495022,,,,,0,2.0141325351717,-4.1588932617434,,,,,,,,,,,,,
2,,,-2.6279690466737,,,2.0864933668289,,,,,99.543455301187,,,,,,1.986404988376,,,,,0,2.0141325351717,-1.761671527625,,,,,,,,,,,,,
2,,,0.0,,,0.0,,,,,99.543455301187,,,,,,0.0,,,,,0,2.0141325351717,0.0,,,,,,,,,,,,,
2,,,1.3924038998341,,,-1.3583711867208,,,,,99.670706215399,,,,,,-1.4301798648981,,,,,89.447124863675,1.954627255729,1.1836559628925,,,,,,,,,,,,,
2,,,4.6070088647887,,,-3.5913110626361,,,,,99.670706215399,,,,,,-4.180131651312,,,,,89.447124863675,1.9776029483168,3.1986655204735,,,,,,,,,,,,,
2,,,0.31293640698742,,,-2.6805515925091,,,,,99.670706215399,,,,,,-0.51201233381114,,,,,89.447124863675,1.9967450320525,2.2935071190544,,,,,,,,,,,,,
