ID,rob_2_2.3,rob_2_3.4,EoL_3_Y,rob_2_vacuum.1,cam_1_Y.4,rob_1_2,con_1.1,cam_1_X3,rob_2_supply.4,rob_1_3,con_1.2,cam_1_Y.3,EoL_4_Y,EoL_2_Y,rob_2_supply.3,rob_2_1.3,rob_2_supply.2,rob_2_maxVel.3,rob_1_supply,rob_2_supply.1,rob_2_1.1,rob_2_maxVel.4,rob_2_4.2,con_1.3,rob_2_1.4,rob_2_2.1,EoL_3_X,EoL_5_X,rob_2_maxVel.1,rob_2_2.2,con_3,cam_1_Y.2,rob_2_1.2,rob_2_4.4,rob_2_4.3,rob_1_1,cam_2_Y,rob_2_4.1,EoL_1_Y,rob_2_maxVel.2,cam_3_Y,cam_1_X1,rob_2_3.1,rob_2_2.4,con_2,rob_2_3.2,rob_1_vacuum,rob_1_maxVel,rob_1_4,cam_2_X,cam_1_X4,EoL_1_X,EoL_6_X,EoL_6_Y,cam_1_X2,EoL_2_X,con_1.4,cam_1_Y.1,cam_3_X,EoL_5_Y,rob_2_3.3,EoL_4_X
2,0.0,0.0,0.21875,0,0.6171875,0.0,345,0.6171875,99.746432365871,0.0,345,0.640625,0.2109375,0.6328125,99.545006596528,0.0,99.721876860064,1.9776041700853,99.748214969129,99.877448743301,0.0,1.9679448536263,0.0,345,0.0,0.0,0.203125,0.21875,2.0394747526433,0.0,95,0.640625,0.0,0.0,0.0,0.0,0.78125,0.0,0.7890625,2.0031122177334,0.78125,0.6328125,0.0,0.0,527,0.0,0,2.0057388378084,0.0,0.7578125,0.6171875,0.7578125,0.2109375,0.2109375,0.6328125,0.6640625,345,0.6171875,0.7578125,0.2109375,0.0,0.2109375
2,-0.85906637674579,-2.1005367324925,,0,,2.4850188015678,74.999885128311,,99.770556643833,-0.57330486010966,75.004770677717,,,,99.93834874285,1.3975973613261,99.721876860064,1.9989992098016,99.625411887554,99.615003361672,2.4606111862888,2.0165942685052,1.818316440281,74.999984885904,1.2880186229137,0.335590534721,,,2.0029162734236,-0.66367207029804,74.995803585577,,-0.1382254762226,1.5007725262071,1.2344425921235,-2.0297236188037,,1.803370966694,,1.971697393711,,,-2.3289262168136,0.09369100905282,75.002151246265,-2.9424106376292,0,1.9779728570691,-0.17698281683395,,,,,,,,74.997669031536,,,,-2.3352809655741,
2,-5.3708700054278,-6.8874041341408,,0,,6.2625401856065,0.0068580316556605,,99.770556643833,2.5980158586103,0.010332375212424,,,,99.93834874285,4.0279904732019,99.797347339923,2.0157154713624,99.543455301187,99.615003361672,6.9495125414263,1.9954088662985,4.7691568441675,0.010197022632395,3.5068587238944,-1.8932796152159,,,1.981437529974,-3.5614059676936,0.0036470040250234,,1.302723721859,4.6969078657698,3.8333252354489,-4.83423440638,,4.3777528501326,,1.971872035848,,,-6.5330377795778,-2.3034516767542,0.0084962288587692,-9.0987388324507,0,2.0141325351717,-2.7783736762279,,,,,,,,0.0091249557222181,,,,-7.2939306473368,
2,-8.4311831739719,-7.138906116962,,0,,6.1580014575086,,,99.770556643833,4.6077309722424,,,,,99.93834874285,5.0139232147661,99.797347339923,2.0095021085111,99.543455301187,99.615003361672,7.8796485786867,2.0165942685052,4.4005571029044,,4.758649146087,-4.5213643746674,,,1.9687978802192,-7.6979270917538,,,2.4479348627816,3.8925052941928,2.93562730915,-4.1995909822567,,2.1569626180088,,2.002828435527,,,-6.2356457324032,-5.1160699727971,,-9.3203971594695,0,1.9776029483168,-4.0199177299676,,,,,,,,,,,,-6.2321672549862,
2,-9.6578121831388,-5.8015090026172,,0,,5.00847780987,,,99.770556643833,6.2057831531133,,,,,99.93834874285,5.6154943001734,99.797347339923,1.9892970585602,99.543455301187,99.615003361672,7.7750208957798,1.9755572011547,3.5516691817735,,5.6054352540971,-6.8777455128121,,,2.0090861574647,-10.485294707521,,,3.4825441710917,2.51224048891,1.6387175104024,-3.0124248957238,,0.12120141518916,,1.9845382239103,,,-4.7069056689611,-7.6719641914835,,-6.4794791798828,0,2.0141325351717,-4.9641200668098,,,,,,,,,,,,-3.5322902402985,
2,-9.2480291830418,-3.4513272171514,,0,,3.2901203700248,,,99.770556643833,7.114521963917,,,,,99.93834874285,5.8841517077335,99.817403593893,1.9631536032994,99.543455301187,99.615003361672,7.3432463604759,2.0204799514481,2.5235049307944,,6.0632345242822,-8.3904960117071,,,2.0222640536125,-10.320375298613,,,4.361928490048,1.1243529746678,0.36403336689699,-1.748429159997,,-1.3681108043529,,2.0191537764046,,,-2.4329934653532,-8.9964190405035,,-2.8154040920679,0,1.9776029483168,-5.5846542276311,,,,,,,,,,,,-0.94003172591491,
2,-5.7851826295625,-0.93041655722058,,0,,1.0573662619341,,,99.770556643833,5.1970496522931,,,,,99.93834874285,4.1345479237326,99.587976036799,1.9631536032994,99.543455301187,99.649666187526,3.561487190873,1.9954088662985,1.336559242664,,5.8226289630683,-4.3709323381753,,,2.0346797648688,-8.3434974068262,,,4.6407984560603,-0.22435502198283,-2.4216662576871,-0.34445176427937,,-1.8186432464308,,1.9845382239103,,,0.19718442452484,-8.4056173038479,,-0.033646596940669,0,2.0141325351717,-4.1831548066368,,,,,,,,,,,,3.7835930515435,
2,0.0,3.739129817483,,0,,-2.6241222843651,,,99.770556643833,2.0980024284141,,,,,99.93834874285,0.0,99.587976036799,1.9631536032994,99.543455301187,99.649666187526,0.82813853352613,1.9954088662985,-2.001651802153,,3.2541388011166,-1.1060156122886,,,2.0037872687506,-4.2365469053457,,,2.9523878973938,-2.6057645195385,0.0,1.9852837815242,,-1.0723779378476,,1.9845382239103,,,1.8028100436765,-4.3991003481291,,4.039022909985,0,2.0141325351717,-1.7712058476134,,,,,,,,,,,,0.0,
2,1.8453548768177,0.0,,0,,0.0,,,99.770556643833,0.0,,,,,99.93834874285,-1.4148192488145,99.587976036799,1.9631536032994,99.543455301187,99.649666187526,3.1204385108419,1.9954088662985,0.0,,0.0,-4.1181226983377,,,2.0037872687506,0.0,,,0.0,0.0,1.6286574853839,0.0,,-3.6476099839314,,1.9845382239103,,,5.5238462135045,0.0,,0.0,0,2.0141325351717,0.0,,,,,,,,,,,,-1.782895058712,
2,4.0400589798197,-2.057419476892,,0,,1.3887872797361,,,99.770556643833,-1.355155483991,,,,,99.586270198296,-3.1827974050291,99.587976036799,1.9684860449489,99.608695695594,99.649666187526,0.0,1.9954088662985,1.8373679187351,,-1.5915974609896,0.0,,,2.0037872687506,2.0329418337855,,,-1.5802351313232,1.8263876844774,4.0238989573528,-1.4268542426862,,0.0,,1.9845382239103,,,0.0,2.0788426137646,,-1.982154452197,89.19685695335,2.011152090666,1.1808573017612,,,,,,,,,,,,-5.1002095635064,
