ID,cam_1_Y.4,rob_2_3.3,rob_2_vacuum.1,rob_2_1.2,rob_2_supply.4,con_1.2,rob_2_maxVel.3,cam_1_X3,rob_1_2,rob_1_maxVel,rob_2_4.2,EoL_5_X,rob_2_supply.1,rob_2_maxVel.4,cam_1_X4,cam_3_X,rob_2_4.3,rob_1_supply,cam_3_Y,rob_2_supply.2,rob_1_3,rob_2_maxVel.1,EoL_4_Y,cam_1_Y.3,rob_2_4.1,rob_2_3.2,rob_1_vacuum,EoL_4_X,con_3,cam_1_Y.2,rob_2_3.1,rob_2_maxVel.2,cam_1_X2,rob_2_2.2,rob_2_2.1,rob_1_1,cam_2_Y,con_1.1,cam_1_Y.1,con_2,rob_2_1.1,rob_1_4,cam_1_X1,EoL_2_Y,rob_2_supply.3,con_1.4,rob_2_1.3,rob_2_2.3,EoL_2_X,con_1.3,EoL_6_Y,EoL_6_X,cam_2_X,EoL_3_Y,EoL_3_X,EoL_5_Y,EoL_1_Y,EoL_1_X,rob_2_4.4,rob_2_3.4,rob_2_2.4,rob_2_1.4
3,0.65368086099625,-1.0025005352134,89.925147814339,-1.8089446486335,99.869456876491,345,0.70428924059844,0.6484375,0.0,2.0044637820417,0.96100789431299,0.21875,99.627000756691,0.69326505440539,0.65197646617889,0.7578125,1.5719204231656,99.641050017329,0.7734375,99.890588694302,0.0,0.73218307589956,0.2109375,0.640625,1.4080019345985,-1.0516782561804,0,0.203125,95,0.6328125,-0.89633024463272,0.7058649371644,0.6328125,2.4070529619352,1.3896968844031,0.0,0.7734375,345,0.6171875,527,-3.1200100977005,0.0,0.6328125,0.6328125,99.868241102626,345,-2.8955796041356,1.7623900746277,0.6484375,345,,,0.7578125,0.21875,0.21875,0.2109375,0.7734375,0.7578125,,,,
3,,-1.720702539183,89.208379665686,-0.56531477985086,99.611405491896,75.007114786061,0.70428924059844,,2.4794443091639,2.0161824128381,1.745615085301,,99.627000756691,0.71445167765105,,,2.2694053123953,99.641050017329,,99.890588694302,-0.61552556567445,0.67802423874724,,,2.7784364453947,-1.969053829046,0,,74.993210824305,,-1.7522880784264,0.67314598269342,,0.48528366679816,0.67904514560584,-2.0346594914976,,75.000300010539,,75.000330856444,-0.99873691226789,-0.21979851367585,,,99.868241102626,74.999033215477,-0.41005354878938,0.38204209185338,,75.002596516026,,,,,,,,,,,,
3,,-1.9753638452186,89.208379665686,0.54063202164079,99.611405491896,0.010288971605921,0.71138573567811,,6.270311029953,2.0161824128381,2.1889118281081,,99.627000756691,0.73323489921027,,,2.3793492566265,99.641050017329,,99.890588694302,2.5248442178986,0.67802423874724,,,3.4719136598593,-2.5319575992862,0,,0.0035072767769928,,-2.1145448501971,0.7058649371644,,-1.0852894064032,-0.14646058604003,-4.8568584420273,,0.0067059668482764,,0.0086161680595315,0.77729634284913,-2.8817500958483,,,99.868241102626,0.0091338177802135,1.6522559571783,-0.94113961044777,,0.01019034932055,,,,,,,,,,,,
3,,-1.8943585551373,89.208379665686,0.72098601202194,99.611405491896,,0.71138573567811,,6.1961108489966,1.9885595208305,2.1473010405588,,99.627000756691,0.68371769743329,,,2.1692682420655,99.581553246105,,99.890588694302,4.5672255524114,0.67802423874724,,,3.4134633300502,-2.4845364673557,0,,,,-2.0338719066756,0.70315890629744,,-1.3971765018379,-0.34453162080256,-4.1879929420395,,,,,1.1195891179562,-4.1428278711915,,,99.868241102626,,1.9208221506776,-1.1565132192691,,,,,,,,,,,,,,
3,,-1.7990933875993,89.208379665686,0.91923877879873,99.611405491896,,0.71138573567811,,5.0589005184377,2.0161824128381,2.0830312716357,,99.627000756691,0.68295821534731,,,1.9175770272598,99.581553246105,,99.890588694302,6.2133662618109,0.67802423874724,,,3.2687750978644,-2.3981382542241,0,,,,-1.961780340271,0.72287340865056,,-1.6970781269065,-0.5280830098132,-2.9532796291845,,,,,1.503437686827,-5.0812010135782,,,99.868241102626,,2.1748503303138,-1.3516134966208,,,,,,,,,,,,,,
3,,-1.6814196830222,89.383186808269,1.1211017788988,99.786212634479,,0.71138573567811,,3.3309155729163,1.9885595208305,1.9969520410982,,99.617438857908,0.73323489921027,,,1.6413163330876,99.581553246105,,99.890588694302,7.1710266309852,0.68852124352115,,,3.0216065888404,-2.2666976894287,0,,,,-1.885358684261,0.68171352810145,,-1.9796130759645,-0.7091798809246,-1.6571529806808,,,,,1.9045195199509,-5.6808983980898,,,99.868241102626,,2.388185983538,-1.5346050681339,,,,,,,,,,,,,,
3,,-1.5406199438451,89.383186808269,1.3217592932964,99.786212634479,,0.71973022015493,,1.0493402890999,1.9885595208305,1.8875813143129,,99.617438857908,0.71445167765105,,,1.3574538541821,99.581553246105,,99.94950004752,5.097565497347,0.67802423874724,,,2.6827517239057,-2.088380521979,0,,,,-1.7998139034003,0.70378527923675,,-2.2293794351188,-0.88736952557616,-0.23011348248125,,,,,2.2941126642733,-4.1173366933787,,,99.791534141812,,2.5512483736579,-1.7021239531831,,,,,,,,,,,,,,
3,,-1.3783071559469,89.383186808269,1.5164184791069,99.786212634479,,0.69944950320501,,-2.6418790071902,1.9885595208305,1.7551370446918,,99.617438857908,0.68295821534731,,,1.0808363531604,99.581553246105,,99.890588694302,2.0665393211143,0.67802423874724,,,2.2816049405132,-1.8669251994437,0,,,,-1.7018158366009,0.68171352810145,,-2.4336074238949,-1.0609064933452,2.0004081647581,,,,,2.6387712717225,-1.7395775188561,,,99.791534141812,,2.6623161005515,-1.8509007945555,,,,,,,,,,,,,,
3,,-1.1975905050533,89.383186808269,1.700263497831,99.786212634479,,0.71452379811285,,0.0,1.9885595208305,1.6020019546082,,99.669392738428,0.68295821534731,,,0.82238669750523,99.581553246105,,99.890588694302,0.0,0.71936437234185,,,1.8565136685457,-1.6111557524058,0,,,,-1.5889717063561,0.73096470162668,,-2.5855886647675,-1.227852428209,0.0,,,,,2.9094104105553,0.0,,,99.791534141812,,2.7259632896013,-1.9792458157426,,,,,,,,,,,,,,
3,,-1.0024567271774,89.383186808269,1.8694885400747,99.786212634479,,0.68960573334905,,1.4129066028189,1.9496279923684,1.4321929348212,,99.866997925926,0.71445167765105,,,0.58861471108917,99.581553246105,,99.94950004752,-1.3799100690387,0.68753437641272,,,1.4428950271845,-1.3333419528916,89.581553246105,,,,-1.4598190106516,0.70378527923675,,-2.68541497771,-1.3864019699501,-1.4393050603634,,,,,3.0904480482326,1.1946771094415,,,99.791534141812,,2.7511126486717,-2.0872877982926,,,,,,,,,,,,,,
3,,-0.79686197021153,89.383186808269,2.0211289142041,99.786212634479,,0.71138573567811,,4.6316114368513,1.9885595208305,1.2516077590199,,99.802223027558,0.7277583124162,,,0.38238686408812,99.581553246105,,99.801336418932,-3.6097838404238,0.69169582525399,,,1.0650947961934,-1.0458116122618,89.545635425243,,,,-1.3141141839526,0.71801959839788,,-2.7397385817921,-1.5349212097278,-4.1662556254413,,,,,3.1834388717957,3.1947212137384,,,99.868241102626,,2.7487739019155,-2.176993580963,,,,,,,,,,,,,,
3,,-0.58360019130331,89.383186808269,2.1542811539848,99.786212634479,,0.73726842971681,,0.31550072468345,1.9885595208305,1.0668022929718,,99.802223027558,0.71445167765105,,,0.20434720213476,99.905953697411,,99.890588694302,-2.6919833066913,0.68577687121304,,,0.73509614807695,-0.75869638940777,89.870035876548,,,,-1.1522617378887,0.70378527923675,,-2.759043690114,-1.6727621796145,-0.50853429919204,,,,,3.2034432073022,2.2855482590028,,,99.868241102626,,2.7303056094708,-2.2520701230369,,,,,,,,,,,,,,
3,,-0.36266399017117,90.15936261101,2.2703547920405,99.901930969741,,0.69845723433096,,-2.1973916971262,1.9650394902504,0.88437359663838,,99.807198919113,0.69587603450436,,,0.054793325428012,99.905953697411,,99.890588694302,-6.8498282999973,0.70109259445723,,,0.45548509473523,-0.47815528398228,89.870035876548,,,,-0.97485625884891,0.70315890629744,,-2.7555684390381,-1.8005698939711,1.3082585443832,,,,,3.1724697148796,5.501357342749,,,99.868241102626,,2.7065873907307,-2.3180317445792,,,,,,,,,,,,,,
