ID,cam_1_Y.4,rob_2_3.3,rob_2_1.2,rob_2_vacuum.1,rob_2_supply.4,cam_1_X3,rob_1_2,rob_1_maxVel,rob_2_4.2,EoL_5_X,rob_2_1.1,rob_2_maxVel.4,cam_1_X4,cam_3_X,rob_2_4.3,rob_1_supply,cam_3_Y,rob_2_supply.2,rob_1_3,rob_2_maxVel.1,EoL_4_Y,rob_2_supply.1,rob_2_maxVel.3,rob_2_3.4,rob_1_vacuum,EoL_4_X,rob_2_4.4,cam_1_Y.2,rob_2_4.1,rob_2_maxVel.2,cam_1_X2,rob_2_3.2,rob_2_2.4,rob_1_1,cam_2_Y,rob_2_3.1,cam_1_Y.1,cam_1_X1,rob_2_2.2,rob_2_2.1,rob_2_1.4,rob_1_4,rob_2_supply.3,EoL_2_Y,rob_2_1.3,rob_2_2.3,EoL_2_X,EoL_6_Y,cam_1_Y.3,EoL_6_X,cam_2_X,EoL_3_Y,EoL_3_X,EoL_5_Y,EoL_1_Y,EoL_1_X
3,0.6484375,0.0,0.0,0,99.882346931969,0.6328125,0.0,1.9650394902504,0.0,0.2109375,0.0,1.9995814705877,0.6484375,0.7578125,0.0,99.821228627018,0.734375,99.746807164331,0.0,1.9974268384603,0.21875,99.519136255993,1.9792908220672,0.0,0,0.21875,0.0,0.63953465223312,0.0,1.9806507191228,0.6410117149353,0.0,0.0,0.0,0.734375,0.0,0.625,0.6171875,0.0,0.0,0.0,0.0,99.987675333065,0.640625,0.0,0.0,0.6484375,0.21875,0.6484375,0.21875,0.7578125,0.21875,0.21875,0.2109375,0.734375,0.7578125
3,,-2.3882068230225,-0.13288923135387,0,99.882346931969,,2.4755678753844,1.9885595208305,1.806414259445,,2.4728623819308,1.9932650544054,,,1.2338294577401,99.821228627018,,99.890588694302,-0.61683387505026,1.9780242387472,,99.519136255993,1.9991503651316,-2.1022801373156,0,,1.4717059675139,,1.756842622264,1.9817135281015,,-2.9630798146388,0.092828228659096,-2.0463951703073,,-2.3356645539443,,,-0.58904646008046,0.33991137165138,1.2916056679658,-0.21832516558525,99.987675333065,,1.3360931303667,-0.8280047648379,,,,,,,,,,
3,,-7.44687784334,1.2839230945944,0,99.882346931969,,6.2486686646572,1.9885595208305,4.6775191583542,,6.9606603540133,2.0332348992103,,,3.7904888834064,99.821228627018,,99.94950004752,2.5070670008149,1.9780242387472,,99.519136255993,2.0113857356781,-6.925028590992,0,,4.6119138628274,,4.2349752573257,2.0037852792367,,-9.1169398484057,-2.3015988477381,-4.8810571540198,,-6.5744455188216,,,-3.4395007044408,-1.869215252272,3.4850625596717,-2.8924549742089,99.987675333065,,3.9508542240394,-5.5021633644135,,,,,,,,,,
3,,-6.3478327110281,2.379937132073,0,99.882346931969,,6.1708969036239,1.9951652938654,4.295988916216,,7.8303399181853,1.9932650544054,,,2.9183274056813,99.581553246105,,99.890588694302,4.5354736431208,1.985776871213,,99.519136255993,1.9896057333491,-7.2015073398007,0,,3.8179811394491,,2.0468774179972,1.9817135281015,,-9.4521020695879,-5.1577192471406,-4.206732355009,,-6.2905968491125,,,-7.6003992088347,-4.5509191234015,4.6986461996648,-4.1617969589569,99.987675333065,,4.9244680503144,-8.6843405625595,,,,,,,,,,
3,,-3.5366449499212,3.3709663988852,0,99.882346931969,,5.0422837880271,1.9885595208305,3.4785425651387,,7.7180787147485,1.9932650544054,,,1.6454194436511,99.581553246105,,99.94950004752,6.1727005893833,1.9780242387472,,99.519136255993,2.0042892405984,-5.8647257966571,0,,2.4724147978969,,0.052364823351432,2.0037852792367,,-6.6969091725689,-7.7753916801019,-2.962431626007,,-4.7504051318137,,,-10.540560703618,-6.9862527134217,5.524668406265,-5.1043487305723,99.987675333065,,5.5330945685414,-9.8992709935314,,,,,,,,,,
3,,-0.8846903285821,4.2182609519417,0,99.786212634479,,3.3283350440699,2.0161824128381,2.4953121403984,,7.3271752941577,2.0332348992103,,,0.38191995686561,99.581553246105,,99.94950004752,7.1337236493155,2.0010925944572,,99.519136255993,2.0042892405984,-3.4816139410723,0,,1.1150503835407,,-1.4160378154874,2.0309647016267,,-2.985670429398,-9.1197892595663,-1.6577636959116,,-2.4440470659557,,,-10.43725149209,-8.5812818370964,5.982999001627,-5.7027650847668,99.987675333065,,5.8200565127476,-9.3896344612407,,,,,,,,,,
3,,3.8636424946363,4.6217174783749,0,99.786212634479,,1.0561660906693,1.9951652938654,1.3782674443942,,3.6808856558331,2.014451677651,,,-2.4012654482624,99.581553246105,,99.890588694302,5.0780278958172,1.9780242387472,,99.519136255993,2.0042892405984,-0.9482858082684,0,,-0.20623320683123,,-1.8823985471036,1.9731459826934,,-0.19284152262884,-8.5671060084265,-0.22496203698359,,0.22312132537186,,,-8.6075969559103,-4.6257377089139,5.8086899918619,-4.1297425240644,99.987675333065,,4.1051189376497,-5.833934278571,,,,,,,,,,
3,,0.0,3.1179620913712,0,99.786212634479,,-2.6299278294168,1.9951652938654,-1.9180085926761,,0.79096211487823,2.014451677651,,,0.0,99.581553246105,,99.890588694302,2.0602654749237,2.0010925944572,,99.519136255993,2.0042892405984,3.7708933673894,0,,-2.5826842377016,,-1.0140270013978,1.9731459826934,,4.0384553893574,-4.5428636826121,2.0075654977337,,1.7578539079307,,,-4.5870887323577,-1.0761069476082,3.3097600556458,-1.7426817266645,99.987675333065,,0.0,0.0,,,,,,,,,,
3,,-1.8184727943877,0.0,0,99.786212634479,,0.0,1.9951652938654,0.0,,3.1351362331433,2.014451677651,,,1.6422350245512,99.581553246105,,99.890588694302,0.0,2.0010925944572,,99.519136255993,2.0042892405984,0.0,0,,0.0,,-3.6390830212589,1.9731459826934,,0.0,0.0,0.0,,5.6422761314343,,,0.0,-4.211720567778,0.0,0.0,99.987675333065,,-1.4385774862225,1.9038561901124,,,,,,,,,,
3,,-5.1704763389142,-1.5420914962898,0,99.786212634479,,1.4066748110187,2.0051335329456,1.7731482636938,,0.0,2.014451677651,,,4.0129590785941,99.579063605794,,99.890588694302,-1.3719987798584,2.0010925944572,,99.519136255993,1.981789067011,-2.0569646694801,89.581553246105,,1.8063833868871,,0.0,1.9731459826934,,-1.9235782014438,2.1051583803947,-1.439821127602,,0.0,,,2.0269243419112,0.0,-1.5878541059233,1.1929329173767,99.664011484865,,-3.1957743871827,4.1112436787198,,,,,,,,,,
