ID,cam_1_Y.4,rob_2_3.3,rob_2_vacuum.1,rob_2_1.2,rob_2_supply.4,con_1.2,rob_2_maxVel.3,cam_1_X3,rob_1_2,rob_1_maxVel,rob_2_4.2,EoL_5_X,rob_2_supply.1,rob_2_maxVel.4,cam_1_X4,cam_3_X,rob_2_4.3,rob_1_supply,cam_3_Y,rob_2_supply.2,rob_1_3,rob_2_maxVel.1,EoL_4_Y,cam_1_Y.3,rob_2_4.1,rob_2_3.2,rob_1_vacuum,EoL_4_X,con_3,cam_1_Y.2,rob_2_3.1,rob_2_maxVel.2,cam_1_X2,rob_2_2.2,rob_2_2.1,rob_1_1,cam_2_Y,con_1.1,cam_1_Y.1,con_2,rob_2_1.1,rob_1_4,cam_1_X1,EoL_2_Y,rob_2_supply.3,con_1.4,rob_2_1.3,rob_2_2.3,EoL_2_X,con_1.3,EoL_6_Y,EoL_6_X,cam_2_X,EoL_3_Y,EoL_3_X,EoL_5_Y,EoL_1_Y,EoL_1_X,rob_2_4.4,rob_2_3.4,rob_2_2.4,rob_2_1.4
3,0.6484375,-1.01699957497,89.51493670813,-1.7008839825689,99.555690937848,345,0.70428924059844,0.66115164756775,0.0,1.9650394902504,0.9321655307766,0.2109375,99.802223027558,0.69326505440539,0.65625,0.7578125,1.51085177021,99.641050017329,0.734375,99.94950004752,0.0,0.67802423874724,0.21875,0.65095388889313,1.3573548017374,-1.059092426665,0,0.21875,95,0.6328125,-0.88055005099852,0.70315890629744,0.6328125,2.401481755818,1.3935800400845,0.0,0.734375,345,0.6171875,527,-2.9469562477699,0.0,0.6328125,0.640625,99.868241102626,345,-2.6979819451297,1.7468620602903,0.6484375,345,,,0.7578125,0.21875,0.2265625,0.203125,0.734375,0.7578125,,,,
3,,-1.7183317111954,89.51493670813,-0.51090040562173,99.555690937848,75.007783183722,0.68178906701103,,2.4794343506259,1.9885595208305,1.665550409917,,99.802223027558,0.72236551746591,,,2.153742092972,99.641050017329,,99.94950004752,-0.61570375634584,0.67802423874724,,,2.602794493845,-1.9603047953523,0,,74.989724405542,,-1.700477157169,0.70315890629744,,0.49227361640727,0.65186995096273,-2.0346699840292,,75.000141629117,,75.003447094394,-0.86712730283218,-0.21997397083465,,,99.664011484865,74.999521718865,-0.29621454737753,0.35970016305946,,75.003900880921,,,,,,,,,,,,
3,,-1.9862449894227,89.51493670813,0.49389237494834,99.555690937848,0.01157141506016,0.70428924059844,,6.2702587384845,1.9977037679557,2.0646555008912,,99.639205662136,0.73323489921027,,,2.2907448270292,99.581553246105,,99.94950004752,2.5244818925994,0.71965394483873,,,3.2030526681487,-2.5022498121018,0,,0.0035826171416382,,-2.0466065561569,0.72287340865056,,-1.0087709843515,-0.15341613348737,-4.8568186616614,,0.0075187954873376,,0.0080069445220337,0.78116009503937,-2.8821148714109,,,99.664011484865,0.01003111137985,1.5780138817089,-0.91951147016622,,0.011265446867035,,,,,,,,,,,,
3,,-1.9109972909482,89.51493670813,0.6521726151132,99.555690937848,,0.68960573334905,,6.1961677176007,1.9885595208305,2.0254962006652,,99.639205662136,0.73323489921027,,,2.1001780402283,99.581553246105,,99.94950004752,4.5669048901882,0.67802423874724,,,3.1343484186612,-2.4692037027035,0,,,,-1.977545464647,0.70315890629744,,-1.3061143385108,-0.33911976900528,-4.1878098678323,,,,,1.0822369775406,-4.1431811769599,,,99.664011484865,,1.82146749688,-1.1348504526186,,,,,,,,,,,,,,
3,,-1.8214818780071,89.953717750678,0.82617134214315,99.786212634479,,0.71138573567811,,5.0591775929168,1.9999837367206,1.9679276329389,,99.802223027558,0.73323489921027,,,1.8729618756277,99.511769508178,,99.890588694302,6.21317310423,0.70109259445723,,,2.9994092102872,-2.3997196707628,0,,,,-1.9154311189488,0.68171352810145,,-1.5962333085629,-0.51243672579567,-2.9528721645493,,,,,1.4145762703418,-5.0815627060327,,,99.868241102626,,2.0536886234016,-1.331483588956,,,,,,,,,,,,,,
3,,-1.7095690484091,89.953717750678,1.0029401007279,99.786212634479,,0.70428924059844,,3.3314012067555,2.0161824128381,1.8936290797499,,99.873530478869,0.73323489921027,,,1.6230335953578,99.511769508178,,99.890588694302,7.1711287982694,0.68130841371787,,,2.7868994588027,-2.2878374618887,0,,,,-1.8488815109979,0.70315890629744,,-1.874441314122,-0.68445594703296,-1.6565001438618,,,,,1.7575334612822,-5.6812241994478,,,99.868241102626,,2.2516910291365,-1.517045028911,,,,,,,,,,,,,,
3,,-1.5742000964846,89.953717750678,1.1788283976847,99.786212634479,,0.71138573567811,,1.0495505534357,1.9951652938654,1.8013414398601,,99.802223027558,0.69326505440539,,,1.3641309992362,99.581553246105,,99.890588694302,5.0978013380928,0.70109259445723,,,2.5041971825579,-2.1304753182206,0,,,,-1.7736078642179,0.68171352810145,,-2.1259291790761,-0.85462744952164,-0.22977814842494,,,,,2.0898832813285,-4.1174171405155,,,99.868241102626,,2.4072556159551,-1.6878551106957,,,,,,,,,,,,,,
3,,-1.4166330129027,89.953717750678,1.3504714951634,99.786212634479,,0.69880546245717,,-2.641972696957,1.9951652938654,1.6907949433424,,99.802223027558,0.69326505440539,,,1.1087567014604,99.581553246105,,99.94950004752,2.0666338686875,0.67802423874724,,,2.1708925201428,-1.9296321436007,0,,,,-1.686485936396,0.70378527923675,,-2.3371425567835,-1.0212221190442,2.0003994064477,,,,,2.3876899530686,-1.739577334149,,,99.868241102626,,2.51837334417,-1.8402467819889,,,,,,,,,,,,,,
3,,-1.2397151359328,89.953717750678,1.5144863261347,99.786212634479,,0.70428924059844,,0.0,1.9951652938654,1.5631447899093,,99.80361788031,0.73323489921027,,,0.86673346864253,99.581553246105,,99.890588694302,0.0,0.7400543315762,,,1.8133183299378,-1.6924753676724,0,,,,-1.5852443399438,0.68171352810145,,-2.4993746263934,-1.1821766040239,0.0,,,,,2.6298476408927,0.0,,,99.868241102626,,2.5880852257533,-1.9720646272255,,,,,,,,,,,,,,
3,,-1.0473300089327,89.953717750678,1.6678138715406,99.786212634479,,0.71138573567811,,1.4129859402692,2.0051335329456,1.4209882717859,,99.80361788031,0.71445167765105,,,0.64456442604355,99.579063605794,,99.890588694302,-1.3800087271965,0.67802423874724,,,1.4574314779767,-1.4299185086426,89.581553246105,,,,-1.4685031395004,0.70315890629744,,-2.6104474261941,-1.335423507064,-1.4392970664855,,,,,2.8037656097486,1.1946983992327,,,99.868241102626,,2.6231876521136,-2.0829603434138,,,,,,,,,,,,,,
