size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3
"['rob_2_supply', 'con_2', 'cam_3_X']","['rob_2_supply', 'rob_1_supply', 'con_2']","['rob_2_supply', 'cam_3_X', 'rob_1_supply']"
