size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3
"['rob_1_1', 'rob_1_2', 'rob_1_3']","['cam_3_X', 'EoL_5_X', 'EoL_2_X']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_3']"
