size_1-1.2_1,feeder_3-1.3_2,gripper_1-1.4_3,max_Vel_2-1.5_4,size_1-1.6_5,feeder_3-1.7_6,gripper_1-1.8_7,max_Vel_2-1.9_8,size_1-2.2_9,feeder_3-2.3_10,gripper_1-2.4_11,max_Vel_2-2.5_12,size_1-2.6_13,feeder_3-2.7_14,gripper_1-2.8_15,max_Vel_2-2.9_16,size_1-3.2_17,feeder_3-3.3_18,gripper_1-3.4_19,max_Vel_2-3.5_20,size_1-3.6_21,feeder_3-3.7_22,gripper_1-3.8_23,max_Vel_2-3.9_24,size_1-4.2_25,feeder_3-4.3_26,gripper_1-4.4_27,max_Vel_2-4.5_28,size_1-4.6_29,feeder_3-4.7_30,gripper_1-4.8_31,max_Vel_2-4.9_32,size_1-5.2_33,feeder_3-5.3_34,gripper_1-5.4_35,max_Vel_2-5.5_36,size_1-5.6_37,feeder_3-5.7_38,gripper_1-5.8_39,max_Vel_2-5.9_40,size_1-6.2_41,feeder_3-6.3_42,gripper_1-6.4_43,max_Vel_2-6.5_44,size_1-6.6_45,feeder_3-6.7_46,gripper_1-6.8_47,max_Vel_2-6.9_48,size_1-7.2_49,feeder_3-7.3_50,gripper_1-7.4_51,max_Vel_2-7.5_52,size_1-7.6_53,feeder_3-7.7_54,gripper_1-7.8_55,max_Vel_2-7.9_56,size_1-8.2_57,feeder_3-8.3_58,gripper_1-8.4_59
"['cam_3_X', 'EoL_2_X', 'rob_2_vacuum']","['rob_2_vacuum', 'EoL_1_X', 'EoL_1_Y']","['cam_3_X', 'rob_2_vacuum', 'EoL_1_X']","['EoL_2_X', 'cam_3_X', 'EoL_3_X']","['EoL_2_X', 'cam_3_X', 'rob_2_vacuum']","['rob_2_vacuum', 'EoL_1_X', 'EoL_1_Y']","['cam_3_X', 'rob_2_vacuum', 'EoL_1_X']","['EoL_2_X', 'cam_3_X', 'EoL_3_X']","['cam_3_X', 'EoL_2_X', 'rob_2_vacuum']","['rob_2_vacuum', 'EoL_1_X', 'EoL_1_Y']","['cam_3_X', 'rob_2_vacuum', 'EoL_1_X']","['EoL_2_X', 'cam_3_X', 'EoL_3_X']","['EoL_2_X', 'cam_3_X', 'rob_2_vacuum']","['rob_2_vacuum', 'EoL_1_X', 'EoL_1_Y']","['cam_3_X', 'rob_2_vacuum', 'EoL_1_X']","['cam_3_X', 'EoL_2_X', 'rob_2_vacuum']","['cam_3_X', 'EoL_2_X', 'rob_2_vacuum']","['rob_2_vacuum', 'EoL_1_X', 'EoL_1_Y']","['cam_3_X', 'rob_2_vacuum', 'EoL_1_X']","['EoL_2_X', 'cam_3_X', 'rob_2_vacuum']","['EoL_2_X', 'cam_3_X', 'rob_2_vacuum']","['rob_2_vacuum', 'EoL_1_X', 'EoL_1_Y']","['cam_3_X', 'rob_2_vacuum', 'EoL_1_Y']","['EoL_2_X', 'cam_3_X', 'EoL_3_X']","['EoL_2_X', 'cam_3_X', 'rob_2_vacuum']","['rob_2_vacuum', 'EoL_1_X', 'EoL_1_Y']","['cam_3_X', 'rob_2_vacuum', 'EoL_1_X']","['EoL_2_X', 'cam_3_X', 'rob_2_vacuum']","['cam_3_X', 'EoL_2_X', 'rob_2_vacuum']","['rob_2_vacuum', 'EoL_1_X', 'EoL_1_Y']","['cam_3_X', 'rob_2_vacuum', 'EoL_1_X']","['cam_3_X', 'EoL_2_X', 'EoL_3_X']","['EoL_2_X', 'cam_3_X', 'rob_2_vacuum']","['rob_2_vacuum', 'EoL_1_X', 'EoL_1_Y']","['cam_3_X', 'rob_2_vacuum', 'EoL_1_X']","['EoL_2_X', 'cam_3_X', 'EoL_3_X']","['EoL_2_X', 'cam_3_X', 'rob_2_vacuum']","['rob_2_vacuum', 'EoL_1_X', 'EoL_1_Y']","['cam_3_X', 'rob_2_vacuum', 'EoL_1_X']","['EoL_2_X', 'cam_3_X', 'EoL_4_Y']","['EoL_2_X', 'cam_3_X', 'rob_2_vacuum']","['rob_2_vacuum', 'EoL_1_X', 'EoL_1_Y']","['cam_3_X', 'rob_2_vacuum', 'EoL_1_X']","['EoL_2_X', 'cam_3_X', 'EoL_3_X']","['EoL_2_X', 'cam_3_X', 'rob_2_vacuum']","['rob_2_vacuum', 'EoL_1_X', 'EoL_1_Y']","['cam_3_X', 'rob_2_vacuum', 'EoL_1_X']","['EoL_2_X', 'EoL_3_X', 'rob_2_vacuum']","['EoL_2_X', 'rob_2_vacuum', 'cam_3_X']","['rob_2_vacuum', 'EoL_1_X', 'EoL_1_Y']","['cam_3_X', 'rob_2_vacuum', 'EoL_1_X']","['cam_3_X', 'EoL_2_X', 'EoL_3_X']","['EoL_2_X', 'cam_3_X', 'rob_2_vacuum']","['rob_2_vacuum', 'EoL_1_X', 'EoL_1_Y']","['cam_3_X', 'rob_2_vacuum', 'EoL_1_X']","['EoL_2_X', 'cam_3_X', 'EoL_3_X']","['cam_3_X', 'EoL_2_X', 'rob_2_vacuum']","['rob_2_vacuum', 'EoL_1_X', 'EoL_1_Y']","['cam_3_X', 'rob_2_vacuum', 'EoL_1_X']"
