size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3,max_Vel_2-1.4_4,size_1-1.5_5,feeder_3-1.6_6,gripper_1-1.7_7,max_Vel_2-1.8_8,size_1-2.9_9
"['rob_2_vacuum', 'cam_1_Y', 'EoL_5_Y']","['rob_2_vacuum', 'EoL_5_Y', 'EoL_6_X']","['rob_2_vacuum', 'EoL_5_Y', 'EoL_6_X']","['rob_2_vacuum', 'EoL_5_Y', 'EoL_3_Y']","['rob_2_vacuum', 'EoL_5_Y', 'cam_1_Y']","['rob_2_vacuum', 'EoL_5_Y', 'EoL_6_X']","['rob_2_vacuum', 'EoL_5_Y', 'EoL_6_X']","['rob_2_vacuum', 'cam_2_X', 'EoL_6_X']","['rob_2_vacuum', 'EoL_5_Y', 'cam_1_Y']"
