size_1-1.2_1,feeder_3-1.3_2,gripper_1-1.4_3
"['cam_3_X', 'EoL_2_X', 'rob_2_vacuum']","['rob_2_vacuum', 'EoL_1_X', 'EoL_1_Y']","['cam_3_X', 'rob_2_vacuum', 'EoL_1_X']"
