size_1-1.2_1,feeder_3-1.3_2,gripper_1-1.4_3
"['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_maxVel']"
