size_1-1.2_1,feeder_3-1.3_2,gripper_1-1.4_3,max_Vel_2-1.5_4,size_1-1.6_5,feeder_3-1.7_6,gripper_1-1.8_7
"['cam_3_X', 'EoL_2_X', 'rob_2_vacuum']","['rob_2_vacuum', 'EoL_1_X', 'EoL_1_Y']","['cam_3_X', 'rob_2_vacuum', 'EoL_1_X']","['EoL_2_X', 'cam_3_X', 'EoL_3_X']","['EoL_2_X', 'cam_3_X', 'rob_2_vacuum']","['rob_2_vacuum', 'EoL_1_X', 'EoL_1_Y']","['cam_3_X', 'rob_2_vacuum', 'EoL_1_X']"
