size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3
"['rob_2_vacuum', 'cam_1_Y', 'EoL_5_Y']","['rob_2_vacuum', 'EoL_5_Y', 'EoL_6_X']","['rob_2_vacuum', 'EoL_5_Y', 'EoL_6_X']"
