size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3
"['cam_1_Y', 'EoL_2_Y', 'cam_3_Y']","['EoL_3_X', 'EoL_1_Y', 'cam_1_Y']","['EoL_2_Y', 'cam_1_Y', 'cam_3_Y']"
