size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3,max_Vel_2-1.4_4,size_1-1.5_5
"['cam_1_Y', 'EoL_2_Y', 'cam_3_Y']","['EoL_3_X', 'EoL_1_Y', 'cam_1_Y']","['EoL_2_Y', 'cam_1_Y', 'cam_3_Y']","['EoL_6_X', 'cam_2_Y', 'EoL_3_X']","['cam_1_Y', 'EoL_2_Y', 'cam_3_Y']"
