size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3,max_Vel_2-1.4_4,size_1-1.5_5,feeder_3-1.6_6,gripper_1-1.7_7,max_Vel_2-1.8_8,size_1-2.9_9,feeder_3-2.10_10,gripper_1-2.11_11,max_Vel_2-2.12_12,size_1-2.13_13,feeder_3-2.14_14
"['cam_1_Y', 'EoL_2_Y', 'cam_3_Y']","['EoL_3_X', 'EoL_1_Y', 'cam_1_Y']","['EoL_2_Y', 'cam_1_Y', 'cam_3_Y']","['EoL_6_X', 'cam_2_Y', 'EoL_3_X']","['cam_1_Y', 'EoL_2_Y', 'cam_3_Y']","['EoL_3_X', 'EoL_1_Y', 'cam_1_Y']","['EoL_3_X', 'EoL_1_Y', 'cam_1_Y']","['EoL_6_X', 'EoL_2_Y', 'cam_1_Y']","['cam_1_Y', 'EoL_2_Y', 'cam_3_Y']","['EoL_3_X', 'EoL_3_Y', 'EoL_6_X']","['EoL_3_X', 'EoL_4_Y', 'cam_3_Y']","['EoL_6_X', 'EoL_2_Y', 'cam_1_Y']","['cam_1_Y', 'EoL_5_Y', 'EoL_2_Y']","['EoL_6_X', 'EoL_4_X', 'EoL_2_Y']"
