size_1-1.2_1,feeder_3-1.3_2,gripper_1-1.4_3,max_Vel_2-1.5_4
"['rob_2_supply', 'con_2', 'rob_1_supply']","['rob_2_supply', 'rob_1_supply', 'con_2']","['rob_1_supply', 'rob_2_supply', 'con_2']","['rob_2_maxVel', 'rob_2_supply', 'cam_1_Y']"
