size_1-1.2_1,feeder_3-1.3_2,gripper_1-1.4_3,max_Vel_2-1.5_4,size_1-1.6_5,feeder_3-1.7_6,gripper_1-1.8_7,max_Vel_2-1.9_8,size_1-2.2_9,feeder_3-2.3_10,gripper_1-2.4_11,max_Vel_2-2.5_12,size_1-2.6_13,feeder_3-2.7_14,gripper_1-2.8_15,max_Vel_2-2.9_16,size_1-3.2_17,feeder_3-3.3_18,gripper_1-3.4_19,max_Vel_2-3.5_20,size_1-3.6_21,feeder_3-3.7_22,gripper_1-3.8_23,max_Vel_2-3.9_24,size_1-4.2_25,feeder_3-4.3_26,gripper_1-4.4_27,max_Vel_2-4.5_28,size_1-4.6_29,feeder_3-4.7_30,gripper_1-4.8_31,max_Vel_2-4.9_32,size_1-5.2_33,feeder_3-5.3_34,gripper_1-5.4_35,max_Vel_2-5.5_36,size_1-5.6_37,feeder_3-5.7_38
"['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_maxVel']","['rob_2_maxVel', 'rob_1_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_maxVel']","['rob_2_maxVel', 'rob_1_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_maxVel']","['rob_2_maxVel', 'rob_1_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_maxVel']","['rob_2_maxVel', 'rob_1_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_maxVel']","['rob_2_maxVel', 'rob_1_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_maxVel']","['rob_2_maxVel', 'rob_1_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_maxVel']","['rob_2_maxVel', 'rob_1_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_maxVel']","['rob_2_maxVel', 'rob_1_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_maxVel']","['rob_2_maxVel', 'rob_1_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']"
