size_1-1.2_1,feeder_3-1.3_2,gripper_1-1.4_3,max_Vel_2-1.5_4
"['EoL_1_X', 'EoL_5_Y']","['EoL_3_Y', 'EoL_6_Y']","['EoL_4_X', 'EoL_6_X']","['EoL_3_Y', 'rob_2_maxVel', 'EoL_6_X']"
