size_1-1.2_1,feeder_3-1.3_2,gripper_1-1.4_3,max_Vel_2-1.5_4,size_1-1.6_5,feeder_3-1.7_6
"['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_maxVel']","['rob_2_maxVel', 'rob_1_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']"
