cam_1_X,cam_1_Y,cam_2_X,cam_2_Y,cam_3_X,cam_3_Y,EoL_3_X,EoL_4_X,EoL_5_X,EoL_6_X,EoL_3_Y,EoL_4_Y,EoL_5_Y,EoL_6_Y,EoL_1_X,EoL_1_Y,EoL_2_X,EoL_2_Y,con_1,con_2,con_3,rob_1_1,rob_1_2,rob_1_4,rob_1_maxVel,rob_1_gripper,rob_1_3,rob_2_1,rob_2_2,rob_2_4,rob_2_maxVel,rob_2_gripper,rob_2_3
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.10120618695986,78.02434221717081,78.56151521230423,0.0,0.0,0.0,5.228353506434001,98.13806174054352,0.0,0.0,0.0,0.0,4.586361533340183,99.75570391143604,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.11256199291728,78.06267241288593,78.52583159938894,0.0,0.0,0.0,5.227205799119407,98.02357229070792,0.0,0.0,0.0,0.0,4.585247260693265,99.9210965084728,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.12450686347896,78.10086377760261,78.48989487787634,0.0,0.0,-1.2490009027033013e-15,5.2260249743392455,98.00466238822972,0.0,0.0,0.0,-1.2490009027033013e-15,4.584098764096158,99.9963257616035,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.13703785142681,78.1389068881731,78.45371391461474,0.0,0.0,0.0,5.224812197425012,98.08318306611652,0.0,0.0,0.0,0.0,4.582917176976343,99.9740277073787,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.15015186492705,78.17679235802909,78.41729763671545,0.0,0.0,0.0,5.223568665241102,98.25144817333104,0.0,0.0,0.0,0.0,4.581703665417653,99.85638503470555,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.16384566829309,78.21451083949779,78.38065502935011,0.0,0.0,0.0,5.222295605003647,98.49298674880714,0.0,0.0,0.0,0.0,4.580459427009486,99.65491342805004,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.17811588278386,78.25205302610831,78.3437951335338,0.0,0.0,0.0,5.220994273069403,98.78415531387904,0.0,0.0,0.0,0.0,4.579185689664934,99.38933433200684,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.19295898743745,78.28940965488785,78.30672704389427,0.0,0.0,0.0,5.219665953695876,99.09645226070684,0.0,0.0,0.0,0.0,4.577883710408974,99.085644478895,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.20837131993989,78.32657150864723,78.26945990642798,0.0,0.0,0.0,5.218311957773919,99.39930778823422,0.0,0.0,0.0,0.0,4.576554774137944,98.77357114746876,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.22434907752876,78.36352941825513,78.23200291624346,0.0,0.0,0.0,5.216933621534037,99.66307628730829,0.0,0.0,0.0,0.0,4.575200192351498,98.48366224975084,0.0
