score
"{'root_cause': 'rob_1_maxVel', 'score': 149.78433549425762, 'paths': ['rob_1_maxVel', 'rob_1_1', 'EoL_2_X', 'score']}"
"{'root_cause': 'rob_1_1', 'score': 145.94109666694615, 'paths': ['rob_1_1', 'EoL_2_X', 'score']}"
"{'root_cause': 'rob_1_3', 'score': 145.9264534985231, 'paths': ['rob_1_3', 'EoL_2_X', 'score']}"
