ID,rob_2_supply.2,rob_2_vacuum.1,cam_1_X1,rob_2_supply.3,rob_2_maxVel.2,cam_1_Y.4,EoL_1_X,con_1.3,cam_3_X,cam_1_Y.1,con_1.2,EoL_2_X,EoL_4_Y,con_3,EoL_6_Y,con_1.4,cam_2_Y,EoL_3_Y,rob_1_supply,cam_3_Y,cam_1_X4,rob_2_maxVel.3,EoL_5_X,cam_2_X,cam_1_Y.3,rob_1_vacuum,EoL_3_X,rob_2_supply.4,rob_2_supply.1,cam_1_X3,con_1.1,rob_1_3,rob_2_maxVel.1,rob_1_2,rob_1_maxVel,rob_1_4,EoL_2_Y,EoL_4_X,EoL_6_X,con_2,EoL_1_Y,rob_1_1,cam_1_Y.2,rob_2_maxVel.4,cam_1_X2,EoL_5_Y
3,99.775670764929,89.430810558631,0.6328125,99.775670764929,1.9725224456294,0.640625,0.7578125,345,0.7578125,0.625,345,,,95,,345,0.734375,,30,0.734375,0.6484375,1.9725224456294,,0.7578125,0.640625,0,,99.775670764929,99.775670764929,0.6484375,345,0.0,1.9725224456294,0.0,2.0050237449523,0.0,,,,527,0.7421875,0.0,0.625,1.9725224456294,0.6328125,
3,99.775670764929,89.430810558631,,99.775670764929,1.9725224456294,,,75.000767480013,,,75.003127642474,,,74.986361623462,,74.997323992419,,,30,,,1.9725224456294,,,,0,,99.775670764929,99.775670764929,,74.999729066173,-0.61596536647577,1.9725224456294,2.4794732732659,2.0161824128381,-0.22028718751607,,,,74.996100757789,,-2.0345056204308,,1.9725224456294,,
3,99.775670764929,89.430810558631,,99.775670764929,1.9725224456294,,,0.010468309864717,,,0.010893679294938,,,0.0033542016725016,,0.0090653939762122,,,30,,,1.9725224456294,,,,0,,99.775670764929,99.775670764929,,0.0071682777108509,2.5242968806614,1.9725224456294,6.2707887661363,1.9977037679557,-2.8827231396027,,,,0.0083994697582357,,-4.8565722517136,,1.9725224456294,,
3,99.775670764929,89.430810558631,,99.775670764929,1.9725224456294,,,,,,,,,,,,,,30,,,1.9725224456294,,,,0,,99.775670764929,99.775670764929,,,4.5672435628244,1.9725224456294,6.1970341355986,2.0161824128381,-4.1438732733302,,,,,,-4.187343339453,,1.9725224456294,,
3,99.775670764929,89.430810558631,,99.775670764929,1.9725224456294,,,,,,,,,,,,,,30,,,1.9725224456294,,,,0,,99.775670764929,99.775670764929,,,6.2141713068852,1.9725224456294,5.0598224420976,2.0036151334374,-5.0819856196374,,,,,,-2.9523531947671,,1.9725224456294,,
3,99.775670764929,89.430810558631,,99.775670764929,1.9725224456294,,,,,,,,,,,,,,30,,,1.9725224456294,,,,0,,99.775670764929,99.775670764929,,,7.1723469561778,1.9725224456294,3.331489922477,1.9951652938654,-5.6814438472727,,,,,,-1.6560740918639,,1.9725224456294,,
3,99.775670764929,89.430810558631,,99.775670764929,1.9725224456294,,,,,,,,,,,,,,30,,,1.9725224456294,,,,0,,99.775670764929,99.775670764929,,,5.097102029074,1.9725224456294,1.0492571590596,1.9885595208305,-4.1165219095237,,,,,,-0.22893775909283,,1.9725224456294,,
3,99.775670764929,89.430810558631,,99.775670764929,1.9725224456294,,,,,,,,,,,,,,30,,,1.9725224456294,,,,0,,99.775670764929,99.775670764929,,,2.0664383862739,1.9725224456294,-2.6423107241072,1.9885595208305,-1.7392479553645,,,,,,2.0004208731144,,1.9725224456294,,
3,99.775670764929,89.430810558631,,99.775670764929,1.9725224456294,,,,,,,,,,,,,,30,,,1.9725224456294,,,,0,,99.775670764929,99.775670764929,,,0.0,1.9725224456294,0.0,1.9885595208305,0.0,,,,,,0.0,,1.9725224456294,,
3,99.775670764929,89.430810558631,,99.775670764929,1.9725224456294,,,,,,,,,,,,,,30,,,1.9725224456294,,,,0,,99.775670764929,99.775670764929,,,-1.3803365922929,1.9725224456294,1.4132505520345,1.9860935633617,1.1948671838626,,,,,,-1.4394523826183,,1.9725224456294,,
