ID,cam_1_X1,cam_1_Y.4,EoL_1_X,con_1.3,cam_3_X,cam_1_Y.1,con_1.2,EoL_2_X,EoL_4_Y,con_3,EoL_6_Y,con_1.4,cam_2_Y,EoL_3_Y,rob_1_supply,cam_3_Y,cam_1_X4,EoL_5_X,cam_2_X,cam_1_Y.3,rob_1_vacuum,EoL_3_X,cam_1_X3,rob_1_3,rob_1_2,rob_1_maxVel,rob_1_4,EoL_2_Y,EoL_4_X,EoL_6_X,con_2,EoL_1_Y,rob_1_1,cam_1_Y.2,con_1.1,cam_1_X2,EoL_5_Y
3,0.5078125,0.515625,0.7578125,345,0.7578125,0.4921875,345,0.6484375,,95,,345,0.7734375,,99.670048558707,0.7734375,0.5234375,,0.7578125,0.515625,0,,0.5234375,0.0,0.0,2.0235660389138,0.0,0.6484375,,,527,0.7734375,0.0,0.5,345,0.5078125,
3,,,,75.001106946248,,,75.004876075678,,,74.992125551349,,74.999148767524,,,99.670048558707,,,,,,0,,,-0.61635983533231,2.4793360263899,1.9885595208305,-0.22148061042727,,,,74.998663863818,,-2.033936858992,,75.001975855629,,
3,,,,0.011268824942092,,,0.011552631920897,,,0.0039048427483792,,0.010136002053742,,,99.670048558707,,,,,,0,,,2.5318947811389,6.2845337690121,2.0161824128381,-2.8902738405894,,,,0.008127684757158,,-4.8662656910702,,0.0075138624076485,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,4.588406082839,6.2137871833619,1.9951652938654,-4.1599243509198,,,,,,-4.1968235556952,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,6.2423251280419,5.0657742224141,1.9885595208305,-5.1025748539545,,,,,,-2.9532205899861,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,7.1999061738488,3.3239172681001,1.9951652938654,-5.7033603834585,,,,,,-1.6486135012843,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,5.0376072684622,1.0213261100411,1.9885595208305,-4.0704084141022,,,,,,-0.21127488409201,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,2.0473763826779,-2.6488563894569,1.9885595208305,-1.723514100044,,,,,,2.0024311318994,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,0.0,0.0,1.9885595208305,0.0,,,,,,0.0,,,,
3,,,,,,,,,,,,,,,99.579063605794,,,,,,89.825002307972,,,-1.3864408658307,1.420237735749,1.9496279923684,1.2000280550816,,,,,,-1.4454507390329,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,89.545635425243,,,-3.6080503342693,4.6299930387037,1.9951652938654,3.192800066005,,,,,,-4.1641790007568,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,89.545635425243,,,-2.6911738394925,0.31382596144522,1.9951652938654,2.2843790770158,,,,,,-0.50714560941721,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,89.545635425243,,,-6.8659655049816,-2.2043910674504,2.0235660389138,5.5124865622415,,,,,,1.3127231032931,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,89.545635425243,,,-6.7228159759826,-4.1280584273434,1.9885595208305,5.2322959185775,,,,,,2.6567357062982,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,89.545635425243,,,-5.5241135878642,-5.6492506114533,1.9951652938654,4.3506756290658,,,,,,3.8941628919557,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,89.545635425243,,,-3.7357129786677,-6.4968320846061,1.9951652938654,3.207139126716,,,,,,4.8983099382776,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,89.545635425243,,,-1.3929615411653,-4.3080522172333,2.0036151334374,1.7527730841472,,,,,,3.4328781454763,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,89.545635425243,,,1.6003296539806,-1.1386590723176,2.0250589673818,-1.1139427652568,,,,,,0.99594436005471,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,89.545635425243,,,5.2774856099177,-3.5792478350139,1.9885595208305,-4.4231332979274,,,,,,3.2798124206454,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,89.545635425243,,,0.0,0.0,2.0131731712299,0.0,,,,,,0.0,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,89.545635425243,,,-2.0433487482474,1.627565299012,2.0131731712299,1.8860595221752,,,,,,-1.5102006713638,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,89.545635425243,,,,,2.0131731712299,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,2.0112232625428,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,,,1.9805207660254,,,,,,,,,,,
