ID,rob_2_supply.2,rob_2_2.1,rob_2_2.2,cam_1_X1,rob_2_vacuum.1,rob_2_supply.3,rob_2_1.1,rob_2_maxVel.2,cam_1_Y.4,EoL_1_X,con_1.3,cam_3_X,rob_2_supply.4,rob_2_supply.1,rob_2_maxVel.4,cam_1_Y.1,con_1.2,EoL_2_X,EoL_4_Y,rob_2_3.3,con_3,EoL_6_Y,con_1.4,cam_2_Y,EoL_3_Y,rob_1_supply,rob_2_maxVel.1,con_1.1,cam_1_Y.2,rob_2_4.2,rob_2_4.1,cam_3_Y,rob_2_3.4,cam_1_X4,rob_2_maxVel.3,EoL_5_X,rob_2_3.2,cam_2_X,cam_1_Y.3,rob_2_1.2,rob_2_3.1,rob_1_vacuum,EoL_3_X,rob_2_2.4,rob_2_1.3,cam_1_X3,rob_2_1.4,rob_1_3,rob_2_2.3,rob_1_2,rob_1_maxVel,rob_1_4,EoL_2_Y,EoL_4_X,EoL_6_X,con_2,EoL_1_Y,rob_1_1,rob_2_4.3,rob_2_4.4,cam_1_X2,EoL_5_Y
3,99.746807164331,0.0,0.0,0.6328125,0,99.765102481188,0.0,1.9806507191228,0.6484375,0.7421875,345,0.7421875,99.897299738411,99.947941059788,1.9668321939166,0.6171875,345,0.6484375,0.2109375,0.0,95,0.21875,345,0.765625,0.21875,99.641050017329,1.9974268384603,345,0.63987547159195,0.0,0.0,0.765625,0.0,0.6484375,1.9792908220672,0.2109375,0.0,0.7421875,0.640625,0.0,0.0,0,0.21875,0.0,0.0,0.6484375,0.0,0.0,0.0,0.0,1.9650394902504,0.0,0.6484375,0.21875,0.21875,527,0.7578125,0.0,0.0,0.0,0.64643728733063,0.2109375
3,99.890588694302,0.33114151807437,-0.6349994192969,,0,99.765102481188,2.4714593314214,1.9817135281015,,,75.000844236323,,99.897299738411,99.947941059788,1.9932650544054,,75.004596191503,,,-2.391533940359,74.996063726842,,74.996385578004,,,99.641050017329,1.9780242387472,75.003169437995,,1.797877064269,1.7328438461102,,-2.1020438217294,,2.0145237981129,,-2.9486602962182,,,-0.11695706322415,-2.3339922960813,0,,0.0751090430649,1.3543020107502,,1.2793890112741,-0.61619415169575,-0.79560349296082,2.4793272404565,2.0161824128381,-0.22130462646063,,,,74.996216369876,,-2.0339812261334,1.2231955604608,1.4651942393205,,
3,99.890588694302,-1.9502429946422,-3.4327473827043,,0,99.664720898973,6.9657534938179,2.0031589062974,,,0.010749537457218,,99.897299738411,99.947941059788,1.9932650544054,,0.010982324239139,,,-7.4579917955175,0.0037778216702691,,0.0096901528982746,,,99.641050017329,1.9810006697744,0.0072644321554895,,4.6708108471741,4.2340197378652,,-6.9760042129823,,1.9951214492413,,-9.094836486824,,,1.2810831150232,-6.6150094276451,0,,-2.352469868303,3.9820370063686,,3.4669896149293,2.532161330709,-5.4797951973628,6.2844820436095,2.0036151334374,-2.8899706454793,,,,0.0081703261756,,-4.8664174823345,3.7641337917502,4.624250858037,,
3,99.890588694302,-4.6899737265963,-7.5672149657912,,0,99.664720898973,7.8525200887014,2.0228734086506,,,,,99.897299738411,99.802223027558,2.0332348992103,,,,,-6.372942566637,,,,,,99.581553246105,2.0010925944572,,,4.289105238019,2.0613713261445,,-7.2608474578798,,1.9896057333491,,-9.4225052655158,,,2.3719874055988,-6.3276970294822,0,,-5.2596085582558,4.9466033446577,,4.6931152359597,4.5885657635074,-8.6921825617901,6.2136124904177,1.9951652938654,-4.1596707998438,,,,,,-4.1970892700012,2.886413534761,3.8425557568627,,
3,99.890588694302,-7.1436342855638,-10.496375232349,,0,99.791534141812,7.7494706440991,2.0309647016267,,,,,99.897299738411,99.947941059788,2.014451677651,,,,,-3.5562557075093,,,,,,99.581553246105,1.985776871213,,,3.4762797115189,0.052381582056533,,-5.8745554187022,,2.0113857356781,,-6.6915652864454,,,3.3593170792445,-4.7285282698475,0,,-7.8979794059613,5.5459846037151,,5.5308750216705,6.2423192651967,-9.9371841574678,5.0654241495196,1.9999837367206,-5.1023300857698,,,,,,-2.9536632438113,1.6126253200938,2.4914152038359,,
3,99.890588694302,-8.6522255240435,-10.409193137491,,0,99.791534141812,7.3278529900692,2.0037852792367,,,,,99.897299738411,99.947941059788,1.9932650544054,,,,,-0.89137528942704,,,,,,99.581553246105,1.9978170721976,,,2.4989841480634,-1.4411261386885,,-3.4378932778734,,2.0113857356781,,-3.0011560093375,,,4.2033609534622,-2.3539180458283,0,,-9.2092479559498,5.8274057124001,,6.0002316756053,7.1996309493203,-9.4354721460437,3.3235537507396,1.9885595208305,-5.7032417871927,,,,,,-1.6490887918922,0.3505515038733,1.1244902121093,,
3,99.803776579472,-4.3420367579453,-8.6231652274524,,0,99.791534141812,3.451167493071,2.0247006266621,,,,,99.786212634479,99.947941059788,2.0332348992103,,,,,3.8810963394973,,,,,,99.581553246105,2.0142937250085,,,1.3912545262189,-1.8016385322027,,-0.86432386485583,,2.0113857356781,,-0.21946937275276,,,4.6247462148912,0.27520238500865,0,,-8.5062162330648,4.1080267442831,,5.7633246697328,5.0374271511566,-5.8620526858842,1.0215165714631,2.0161824128381,-4.0706271928902,,,,,,-0.21105850779211,-2.4111785021787,-0.21981490045206,,
3,99.803776579472,-1.1857835635993,-4.6351297409387,,0,99.791534141812,0.8730962150388,2.0247006266621,,,,,99.786212634479,99.947941059788,2.0332348992103,,,,,0.0,,,,,,99.581553246105,1.9780242387472,,,-1.9047852936239,-1.1225990158865,,3.8128370952993,,2.0113857356781,,4.021088588423,,,3.1487018354912,1.9353038254132,0,,-4.4120714632176,0.0,,3.2189418450026,2.0472992942284,0.0,-2.648777954226,2.0161824128381,-1.7235146406049,,,,,,2.002439170067,0.0,-2.5897824078866,,
3,99.803776579472,-4.1958591375191,0.0,,0,99.791534141812,3.1243852426617,2.0247006266621,,,,,99.786212634479,99.947941059788,2.0332348992103,,,,,-1.8323245881408,,,,,,99.581553246105,1.9780242387472,,,0.0,-3.6102542305848,,0.0,,2.0113857356781,,0.0,,,0.0,5.5801037527152,0,,0.0,-1.4457059921271,,0.0,0.0,1.9250773952472,0.0,2.0161824128381,0.0,,,,,,0.0,1.6439432905493,0.0,,
3,99.803776579472,0.0,2.0083290140999,,0,99.664011484865,0.0,2.0247006266621,,,,,99.786212634479,99.947941059788,2.0332348992103,,,,,-5.2004710152919,,,,,,99.817953790772,1.9780242387472,,,1.7596039636917,0.0,,-2.1033263605835,,1.981789067011,,-1.9027515538384,,,-1.5292060577752,0.0,89.593322754284,,2.1461656387022,-3.2020676513656,,-1.6204326834646,-1.3862942276964,4.1421208541625,1.4201781665827,2.0202211436218,1.199968340656,,,,,,-1.4453921202335,4.009214008015,1.8446635337275,,
