ID,EoL_3_Y,cam_1_Y.4,rob_1_2,con_1.1,cam_1_X3,rob_1_3,con_1.2,cam_1_Y.3,EoL_4_Y,EoL_2_Y,rob_1_supply,con_1.3,EoL_3_X,EoL_5_X,con_3,cam_1_Y.2,rob_1_1,cam_2_Y,cam_3_Y,cam_1_X1,con_2,rob_1_vacuum,rob_1_maxVel,rob_1_4,cam_2_X,cam_1_X4,EoL_1_X,EoL_6_X,EoL_6_Y,cam_1_X2,EoL_2_X,con_1.4,cam_1_Y.1,cam_3_X,EoL_5_Y,EoL_1_Y,EoL_4_X
2,,0.4921875,0.0,345,0.4921875,0.0,345,0.4921875,,0.640625,99.748214969129,345,,,95,0.515625,0.0,0.78125,0.78125,0.5078125,527,0,2.0169248959423,0.0,0.7734375,0.4921875,0.7734375,,,0.5078125,0.6171875,345,0.4921875,0.7734375,,0.78125,
2,,,2.4849679804789,74.999429928605,,-0.57325806275276,75.00420920122,,,,99.608695695594,75.001154949131,,,74.991168354048,,-2.0292630582011,,,,75.001306462763,0,2.0208337816312,-0.17749617373787,,,,,,,,74.997994301068,,,,,
2,,,6.2723737601914,0.0072022748754345,,2.6040113208632,0.010903847105142,,,,99.51526562705,0.010623550988012,,,0.0036303280454172,,-4.8408797457591,,,,0.0084453302078896,0,2.0141325351717,-2.7828889774664,,,,,,,,0.0095089793954881,,,,,
2,,,6.1696161438639,,,4.6229370474714,,,,,99.625411887554,,,,,,-4.2062816774396,,,,,0,1.9779728570691,-4.0302099173461,,,,,,,,,,,,,
2,,,5.0123586100354,,,6.2255119297176,,,,,99.543455301187,,,,,,-3.0136148630224,,,,,0,2.0141325351717,-4.9776040076844,,,,,,,,,,,,,
2,,,3.2846789302535,,,7.1336568311628,,,,,99.543455301187,,,,,,-1.7441882766632,,,,,0,2.0141325351717,-5.5994743317313,,,,,,,,,,,,,
2,,,1.0377293966782,,,5.1575702644582,,,,,99.543455301187,,,,,,-0.33278549387517,,,,,0,1.9779728570691,-4.1524229779344,,,,,,,,,,,,,
2,,,-2.628907642676,,,2.0832672768338,,,,,99.543455301187,,,,,,1.9869631970001,,,,,0,1.9779728570691,-1.7590724926288,,,,,,,,,,,,,
2,,,0.0,,,0.0,,,,,99.543455301187,,,,,,0.0,,,,,0,1.9779728570691,0.0,,,,,,,,,,,,,
2,,,1.3935215505732,,,-1.3592839539973,,,,,99.543455301187,,,,,,-1.4310276100027,,,,,89.543455301187,2.0236298337925,1.1844156085236,,,,,,,,,,,,,
2,,,4.6066661366332,,,-3.590964673553,,,,,99.543455301187,,,,,,-4.1798495956265,,,,,89.543455301187,2.010589555431,3.1983672187308,,,,,,,,,,,,,
2,,,0.31247879408394,,,-2.6803691497587,,,,,99.543455301187,,,,,,-0.51204771045639,,,,,89.543455301187,1.9776029483168,2.2934556696229,,,,,,,,,,,,,
2,,,-2.1824773601101,,,-6.7900077575142,,,,,99.543455301187,,,,,,1.3057939122385,,,,,89.543455301187,2.0057388378084,5.5070624018262,,,,,,,,,,,,,
2,,,-4.0575120738899,,,-6.6319832020161,,,,,99.51526562705,,,,,,2.6347020218336,,,,,89.103426884807,2.0141325351717,5.225395217637,,,,,,,,,,,,,
2,,,-5.5485910781695,,,-5.4685436654553,,,,,99.625411887554,,,,,,3.8643842891277,,,,,89.103426884807,1.9779728570691,4.3574291232884,,,,,,,,,,,,,
2,,,-6.3972683889189,,,-3.7329018019576,,,,,99.625411887554,,,,,,4.8663293110069,,,,,89.103426884807,1.9779728570691,3.22724531524,,,,,,,,,,,,,
2,,,-4.4430487297311,,,-1.4556640396794,,,,,99.625411887554,,,,,,3.5790622665588,,,,,89.103426884807,1.9779728570691,1.7928824107006,,,,,,,,,,,,,
2,,,-1.1896676662294,,,1.5846285791025,,,,,99.625411887554,,,,,,1.0480226186629,,,,,89.103426884807,1.9779728570691,-1.1146472212149,,,,,,,,,,,,,
2,,,-3.5655345674506,,,5.2485567559322,,,,,99.625411887554,,,,,,3.2861312407138,,,,,89.103426884807,2.0271506030645,-4.4331827894806,,,,,,,,,,,,,
2,,,0.0,,,0.0,,,,,99.625411887554,,,,,,0.0,,,,,89.103426884807,2.001255012366,0.0,,,,,,,,,,,,,
2,,,1.6215831772327,,,-2.0331910286405,,,,,99.625411887554,,,,,,-1.5138830497626,,,,,89.103426884807,2.001255012366,1.8935370148836,,,,,,,,,,,,,
2,,,,,,,,,,,99.625411887554,,,,,,,,,,,89.103426884807,2.001255012366,,,,,,,,,,,,,,
