size_1-1.2_1,feeder_3-1.3_2,gripper_1-1.4_3
"['cam_1_X', 'rob_2_supply', 'cam_1_Y']","['rob_2_supply', 'rob_1_supply', 'cam_1_Y']","['rob_1_supply', 'rob_2_supply', 'cam_1_Y']"
