size_1-1.2_1,feeder_3-1.3_2,gripper_1-1.4_3,max_Vel_2-1.5_4,size_1-1.6_5,feeder_3-1.7_6,gripper_1-1.8_7,max_Vel_2-1.9_8,size_1-2.2_9
"['cam_1_X', 'rob_2_supply', 'cam_1_Y']","['rob_2_supply', 'rob_1_supply', 'cam_1_Y']","['rob_1_supply', 'rob_2_supply', 'cam_1_Y']","['rob_2_maxVel', 'rob_2_supply', 'cam_1_Y']","['rob_2_supply', 'cam_1_X', 'cam_1_Y']","['rob_1_supply', 'rob_2_supply', 'cam_1_X']","['rob_1_supply', 'rob_2_supply', 'cam_1_X']","['rob_2_maxVel', 'rob_2_supply', 'cam_1_X']","['rob_2_supply', 'cam_1_X', 'cam_1_Y']"
