size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3
"['rob_1_vacuum', 'rob_1_3', 'rob_1_4']","['cam_2_Y', 'EoL_1_Y', 'con_3']","['cam_3_Y', 'rob_1_3', 'rob_1_4']"
