size_1-1.2_1,feeder_3-1.3_2,gripper_1-1.4_3,max_Vel_2-1.5_4
"['rob_1_maxVel', 'rob_1_3', 'rob_1_1']","['rob_2_maxVel', 'rob_1_maxVel', 'EoL_4_Y']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_maxVel']","['rob_2_maxVel', 'rob_1_maxVel', 'rob_1_vacuum']"
