size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3
"['EoL_3_X', 'EoL_4_Y', 'EoL_5_X']","['EoL_4_X', 'EoL_2_Y', 'EoL_6_Y']","['EoL_5_X', 'EoL_6_Y', 'EoL_6_X']"
