size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3,max_Vel_2-1.4_4
"['EoL_3_X', 'EoL_4_Y', 'EoL_5_X']","['EoL_4_X', 'EoL_2_Y', 'EoL_6_Y']","['EoL_5_X', 'EoL_6_Y', 'EoL_6_X']",['rob_2_maxVel']
