size_1-1.2_1,feeder_3-1.3_2,gripper_1-1.4_3,max_Vel_2-1.5_4,size_1-1.6_5,feeder_3-1.7_6,gripper_1-1.8_7,max_Vel_2-1.9_8,size_1-2.2_9,feeder_3-2.3_10,gripper_1-2.4_11,max_Vel_2-2.5_12,size_1-2.6_13,feeder_3-2.7_14,gripper_1-2.8_15,max_Vel_2-2.9_16,size_1-3.2_17,feeder_3-3.3_18,gripper_1-3.4_19,max_Vel_2-3.5_20,size_1-3.6_21,feeder_3-3.7_22,gripper_1-3.8_23,max_Vel_2-3.9_24,size_1-4.2_25,feeder_3-4.3_26
"['cam_1_X', 'rob_2_supply', 'cam_1_Y']","['rob_2_supply', 'rob_1_supply', 'cam_1_Y']","['rob_1_supply', 'rob_2_supply', 'cam_1_Y']","['rob_2_maxVel', 'rob_2_supply', 'cam_1_Y']","['rob_2_supply', 'cam_1_X', 'cam_1_Y']","['rob_1_supply', 'rob_2_supply', 'cam_1_X']","['rob_1_supply', 'rob_2_supply', 'cam_1_X']","['rob_2_maxVel', 'rob_2_supply', 'cam_1_X']","['rob_2_supply', 'cam_1_X', 'cam_1_Y']","['rob_1_supply', 'cam_1_Y', 'rob_2_supply']","['rob_1_supply', 'rob_2_supply', 'con_1']","['rob_2_maxVel', 'rob_2_supply', 'cam_1_Y']","['cam_1_X', 'rob_2_supply', 'cam_1_Y']","['rob_1_supply', 'rob_2_supply', 'cam_1_X']","['rob_1_supply', 'rob_2_supply', 'cam_1_Y']","['rob_2_maxVel', 'rob_2_supply', 'con_2']","['cam_1_X', 'rob_2_supply', 'cam_1_Y']","['rob_1_supply', 'rob_2_supply', 'cam_1_Y']","['rob_1_supply', 'rob_2_supply', 'cam_1_X']","['rob_2_supply', 'rob_2_maxVel', 'cam_1_X']","['cam_1_Y', 'cam_1_X', 'rob_2_supply']","['rob_2_supply', 'rob_1_supply', 'cam_1_X']","['rob_1_supply', 'rob_2_supply', 'cam_1_Y']","['rob_2_maxVel', 'rob_1_supply', 'rob_2_supply']","['rob_2_supply', 'cam_1_Y', 'cam_1_X']","['rob_1_supply', 'rob_2_supply', 'cam_1_Y']"
