size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3,max_Vel_2-1.4_4
"['con_2', 'rob_2_supply', 'cam_1_Y']","['rob_2_supply', 'rob_1_supply', 'con_2']","['rob_1_supply', 'con_2', 'rob_2_supply']","['rob_2_maxVel', 'rob_2_supply', 'con_2']"
