size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3
"['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['cam_3_X', 'rob_1_maxVel', 'EoL_2_X']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_maxVel']"
