size_1-1.2_1,feeder_3-1.3_2,gripper_1-1.4_3
"['EoL_3_Y', 'cam_1_X', 'EoL_3_X']","['cam_3_Y', 'EoL_4_Y', 'EoL_4_X']","['EoL_6_X', 'EoL_5_Y']"
