size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3,max_Vel_2-1.4_4,size_1-1.5_5,feeder_3-1.6_6,gripper_1-1.7_7,max_Vel_2-1.8_8,size_1-2.9_9,feeder_3-2.10_10,gripper_1-2.11_11,max_Vel_2-2.12_12,size_1-2.13_13,feeder_3-2.14_14,gripper_1-2.15_15,max_Vel_2-2.16_16,size_1-3.17_17,feeder_3-3.18_18,gripper_1-3.19_19
"['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['cam_3_X', 'rob_1_maxVel', 'EoL_2_X']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_maxVel']","['rob_2_maxVel', 'rob_1_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['cam_3_X', 'rob_1_maxVel', 'EoL_2_X']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_maxVel']","['rob_2_maxVel', 'rob_1_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['cam_3_X', 'rob_1_maxVel', 'EoL_2_X']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_maxVel']","['rob_2_maxVel', 'rob_1_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['cam_3_X', 'rob_1_maxVel', 'EoL_2_X']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_maxVel']","['rob_2_maxVel', 'rob_1_maxVel', 'rob_1_vacuum']","['rob_2_maxVel', 'rob_1_vacuum', 'rob_1_3']","['cam_3_X', 'EoL_2_X', 'cam_3_Y']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_3']"
