size_1-1.2_1,feeder_3-1.3_2,gripper_1-1.4_3,max_Vel_2-1.5_4,size_1-1.6_5,feeder_3-1.7_6,gripper_1-1.8_7,max_Vel_2-1.9_8,size_1-2.2_9,feeder_3-2.3_10,gripper_1-2.4_11,max_Vel_2-2.5_12
"['EoL_3_Y', 'cam_1_X', 'EoL_3_X']","['cam_3_Y', 'EoL_4_Y', 'EoL_4_X']","['EoL_6_X', 'EoL_5_Y']","['rob_2_maxVel', 'EoL_6_Y']","['cam_1_Y', 'EoL_6_Y']","['EoL_3_X', 'cam_3_X']","['EoL_3_X', 'EoL_2_X']","['EoL_6_Y', 'EoL_6_X']","['EoL_5_X', 'EoL_4_Y']","['EoL_2_Y', 'EoL_6_Y']","['EoL_3_Y', 'EoL_4_X']",['EoL_6_X']
