size_1-1.2_1,feeder_3-1.3_2,gripper_1-1.4_3,max_Vel_2-1.5_4,size_1-1.6_5
"['rob_1_vacuum', 'rob_1_4', 'rob_1_3']","['EoL_1_Y', 'con_1', 'cam_2_X']","['rob_1_4', 'rob_1_3', 'rob_1_2']","['rob_1_vacuum', 'rob_1_4', 'rob_1_3']","['cam_3_Y', 'cam_2_X', 'rob_1_vacuum']"
