size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3,max_Vel_2-1.4_4,size_1-1.5_5,feeder_3-1.6_6,gripper_1-1.7_7,max_Vel_2-1.8_8,size_1-2.9_9,feeder_3-2.10_10
"['rob_1_vacuum', 'rob_1_3', 'rob_1_4']","['cam_2_Y', 'EoL_1_Y', 'con_3']","['cam_3_Y', 'rob_1_3', 'rob_1_4']","['rob_1_vacuum', 'rob_1_3', 'rob_1_4']","['rob_1_vacuum', 'EoL_2_Y', 'rob_1_3']","['EoL_1_Y', 'cam_2_Y', 'con_1']","['cam_3_Y', 'rob_1_3', 'rob_1_4']","['cam_2_X', 'rob_1_vacuum', 'rob_1_3']","['cam_3_Y', 'rob_1_vacuum', 'EoL_1_Y']","['EoL_1_Y', 'con_3', 'con_1']"
