size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3,max_Vel_2-1.4_4,size_1-1.5_5,feeder_3-1.6_6,gripper_1-1.7_7
"['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['cam_3_X', 'rob_1_maxVel', 'EoL_2_X']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_maxVel']","['rob_2_maxVel', 'rob_1_maxVel', 'rob_1_vacuum']","['rob_1_maxVel', 'rob_2_maxVel', 'rob_1_vacuum']","['cam_3_X', 'rob_1_maxVel', 'EoL_2_X']","['rob_1_supply', 'rob_1_vacuum', 'rob_1_maxVel']"
