score
"{'root_cause': 'rob_1_maxVel', 'score': 149.70242192848326, 'paths': ['rob_1_maxVel', 'rob_1_1', 'EoL_2_X', 'score']}"
"{'root_cause': 'rob_1_1', 'score': 145.93828501112816, 'paths': ['rob_1_1', 'EoL_2_X', 'score']}"
"{'root_cause': 'rob_1_3', 'score': 145.90924866289546, 'paths': ['rob_1_3', 'EoL_2_X', 'score']}"
